 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,705";;0;;1;; ; 
"=""00:30"""; ;0;"1,716";;0;;1;; ; 
"=""00:45"""; ;0;"1,711";;0;;0;; ; 
"=""01:00"""; ;0;"1,721";;0;;0;; ; 
"=""01:15"""; ;0;"1,749";;0;;2;; ; 
"=""01:30"""; ;1;"1,393";;0;;0;; ; 
"=""01:45"""; ;1;"1,417";;0;;0;; ; 
"=""02:00"""; ;0;"1,353";;0;;0;; ; 
"=""02:09"""; ; ; ; ; ; ; ; ;300; 
"=""02:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""02:15"""; ;;;;;;;; ; 
"=""02:30"""; ;1;"1,304";;0;;0;; ; 
"=""02:45"""; ;0;"1,323";;0;;2;; ; 
"=""03:00"""; ;0;"1,271";;0;;1;; ; 
"=""03:15"""; ;0;"1,271";;0;;2;; ; 
"=""03:30"""; ;0;"1,123";;0;;1;; ; 
"=""03:45"""; ;0;"1,129";;0;;1;; ; 
"=""04:00"""; ;0;"1,053";;0;;1;; ; 
"=""04:15"""; ;0;"1,289";;0;;0;; ; 
"=""04:30"""; ;0;"1,200";;0;;0;; ; 
"=""04:45"""; ;0;"1,141";;0;;3;; ; 
"=""05:00"""; ;0;"1,960";;0;;0;; ; 
"=""05:15"""; ;0;"2,599";;0;;0;; ; 
"=""05:30""";0;1;"2,592";"2,593";0;0;0;; ; 
"=""05:45""";0;0;"1,416";"1,415";0;0;0;; ; 
"=""06:00""";0;0;"1,285";"1,285";0;0;0;; ; 
"=""06:15""";0;0;"1,356";"1,356";0;0;1;0; ; 
"=""06:30""";49;0;"2,444";"2,493";0;49;2;51; ; 
"=""06:45""";135;0;"1,215";"1,350";0;135;1;136; ; 
"=""07:00""";269;0;756;"1,025";0;269;0;269; ; 
"=""07:15""";349;0;705;"1,054";0;349;2;351; ; 
"=""07:30""";516;0;716;"1,231";0;516;3;518; ; 
"=""07:45""";592;0;581;"1,173";0;592;2;594; ; 
