 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,255";;0;;0;; ; 
"=""00:30"""; ;2;"1,568";;0;;0;; ; 
"=""00:45"""; ;0;"1,786";;0;;0;; ; 
"=""01:00"""; ;0;"1,917";;0;;1;; ; 
"=""01:15"""; ;0;"1,596";;0;;1;; ; 
"=""01:30"""; ;0;"1,981";;0;;1;; ; 
"=""01:45"""; ;1;"1,527";;0;;0;; ; 
"=""02:00"""; ;0;"1,565";;0;;2;; ; 
"=""02:15"""; ;0;"1,649";;0;;1;; ; 
"=""02:30"""; ;1;"1,321";;0;;0;; ; 
"=""02:45"""; ;0;"1,157";;0;;1;; ; 
"=""03:00"""; ;0;"1,688";;0;;3;; ; 
"=""03:15"""; ;0;"1,341";;0;;0;; ; 
"=""03:30"""; ;0;"1,333";;0;;1;; ; 
"=""03:45"""; ;1;"1,490";;0;;0;; ; 
"=""04:00"""; ;0;"1,250";;0;;2;; ; 
"=""04:15"""; ;0;"1,382";;0;;3;; ; 
"=""04:30"""; ;0;"1,291";;0;;0;; ; 
"=""04:45"""; ;1;"1,295";;0;;0;; ; 
"=""05:00"""; ;0;"2,217";;0;;1;; ; 
"=""05:15"""; ;0;"2,663";;0;;2;; ; 
"=""05:30"""; ;0;"2,597";;0;;1;; ; 
"=""05:45""";0;0;"1,262";"1,258";0;0;4;; ; 
"=""06:00""";0;0;"1,062";"1,061";0;0;0;; ; 
"=""06:15""";0;1;"1,442";"1,443";0;0;0;; ; 
"=""06:30""";0;0;"1,532";"1,531";0;0;1;0; ; 
"=""06:45""";40;0;"1,402";"1,442";0;40;0;40; ; 
"=""07:00""";92;0;"1,023";"1,115";0;92;1;93; ; 
"=""07:15""";136;1;985;"1,122";0;136;0;136; ; 
"=""07:30""";149;0;"1,029";"1,178";0;149;2;150; ; 
"=""07:45""";275;1;774;"1,049";0;275;0;275; ; 
"=""08:00""";431;0;525;956;0;431;1;431; ; 
"=""08:15""";441;0;271;712;0;441;0;441; ; 
