 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""17:20"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:30""";328;"1,818";37;"2,182";36;328;0;364; ; 
"=""17:45""";193;"1,908";16;"2,117";15;193;0;208; ; 
"=""18:00""";115;"1,666";15;"1,795";18;115;0;133; ; 
"=""18:15""";34;"2,321";65;"2,420";54;34;0;88; ; 
"=""18:30""";0;"2,207";"1,030";"3,238";60;0;0;60; ; 
"=""18:45""";0;"1,086";"1,485";"2,553";39;0;0;21; ; 
"=""18:45"""; ; ; ; ; ; ; ; ; ;180
"=""18:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""19:00""";0;984;"1,809";"2,755";37;0;0;; ; 
"=""19:15""";0;755;"2,551";"3,038";15;0;0;; ; 
"=""19:30""";0;46;"4,131";"4,177";0;0;0;; ; 
"=""19:45""";0;0;"3,797";"3,915";0;0;1;; ; 
"=""20:00"""; ;0;"4,152";;0;;1;; ; 
"=""20:15"""; ;1;"4,312";;0;;0;; ; 
"=""20:30"""; ;0;"3,826";;0;;2;; ; 
"=""20:45"""; ;0;"3,259";;0;;0;; ; 
"=""21:00"""; ;0;"2,942";;0;;0;; ; 
"=""21:15"""; ;0;"3,209";;0;;2;; ; 
"=""21:30"""; ;0;"2,716";;0;;0;; ; 
"=""21:45"""; ;0;"2,726";;0;;0;; ; 
"=""22:00"""; ;0;"2,553";;0;;0;; ; 
"=""22:15"""; ;0;"2,549";;0;;0;; ; 
"=""22:30"""; ;0;"2,637";;0;;0;; ; 
"=""22:45"""; ;0;"2,471";;0;;0;; ; 
"=""23:00"""; ;0;"2,523";;0;;0;; ; 
"=""23:15"""; ;0;"3,255";;0;;0;; ; 
"=""23:30"""; ;0;"3,890";;0;;0;; ; 
"=""23:45"""; ;0;"3,120";;0;;0;; ; 
"=""00:00"""; ;0;"3,046";;0;;0;;300;"3,000"
