 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"3,126";;0;;0;; ; 
"=""00:30"""; ;0;"2,393";;0;;0;; ; 
"=""00:45"""; ;0;"2,948";;0;;1;; ; 
"=""01:00"""; ;0;"2,017";;0;;1;; ; 
"=""01:15"""; ;0;"2,644";;0;;0;; ; 
"=""01:30"""; ;0;"2,071";;0;;1;; ; 
"=""01:45"""; ;1;"2,163";;0;;0;; ; 
"=""02:00"""; ;0;"2,379";;0;;2;; ; 
"=""02:15"""; ;0;"1,974";;0;;3;; ; 
"=""02:30"""; ;0;"1,923";;0;;1;; ; 
"=""02:45"""; ;0;"2,173";;0;;1;; ; 
"=""03:00"""; ;1;"2,199";;0;;0;; ; 
"=""03:15"""; ;1;"1,637";;0;;0;; ; 
"=""03:30"""; ;0;"2,216";;0;;2;; ; 
"=""03:45"""; ;1;"2,313";;0;;0;; ; 
"=""04:00"""; ;0;"1,956";;0;;0;; ; 
"=""04:15"""; ;0;"1,474";;0;;0;; ; 
"=""04:30"""; ;0;"1,898";;0;;3;; ; 
"=""04:45"""; ;0;"1,972";;0;;1;; ; 
"=""05:00"""; ;2;"2,197";;0;;0;; ; 
"=""05:15"""; ;0;"2,023";;0;;1;; ; 
"=""05:30"""; ;0;"2,220";;0;;2;; ; 
"=""05:45"""; ;0;"2,924";;0;;0;; ; 
"=""06:00""";0;3;"2,532";"2,534";0;0;0;; ; 
"=""06:15""";0;0;"1,947";"1,945";0;0;2;; ; 
"=""06:30""";0;0;"1,584";"1,584";0;0;0;0; ; 
"=""06:45""";71;0;"1,197";"1,268";0;71;3;73; ; 
"=""07:00""";90;0;"1,201";"1,292";0;90;0;90; ; 
"=""07:15""";172;0;"1,960";"2,132";0;172;0;172; ; 
"=""07:30""";347;0;"1,081";"1,428";0;347;0;347; ; 
"=""07:45""";244;0;"1,565";"1,808";0;244;2;245; ; 
"=""08:00""";210;0;"1,178";"1,388";0;210;0;210; ; 
"=""08:15""";336;0;930;"1,266";0;336;1;337; ; 
"=""08:30""";539;0;568;"1,107";0;539;1;539; ; 
"=""08:45""";692;0;127;819;10;692;272;974; ; 
"=""09:00""";821;0;23;844;26;821;"1,153";"1,999"; ; 
"=""09:15""";"1,083";0;212;"1,295";47;"1,083";950;"2,080"; ; 
"=""09:30""";975;0;42;"1,017";41;975;"1,394";"2,409"; ; 
"=""09:45""";"1,722";290;185;"2,198";185;"1,722";0;"1,907"; ; 
"=""09:51"""; ; ; ; ; ; ; ; ; ;900
"=""09:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,743";7;311;"2,060";305;"1,743";0;"2,048"; ; 
"=""10:06"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""10:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";826;"1,039";268;"2,133";261;826;0;"1,087"; ; 
"=""10:26"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""10:30""";"1,100";255;"1,034";"2,389";59;"1,100";0;"1,159"; ; 
"=""10:31"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""10:36"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,947";0;307;"2,254";308;"1,947";362;"2,616"; ; 
"=""11:00""";"1,175";170;547;"1,892";56;"1,175";0;"1,231"; ; 
"=""11:15""";686;0;"1,142";"1,828";3;686;2;691; ; 
"=""11:16"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""11:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,550";0;184;"1,733";181;"1,550";"1,167";"2,897"; ; 
"=""11:41"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""11:45""";"1,403";0;42;"1,446";41;"1,403";"1,272";"2,717"; ; 
"=""11:46"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""11:51"""; ; ; ; ; ; ; ; ; ;"2,760"
