 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,160";;0;;0;; ; 
"=""00:30"""; ;0;"2,171";;0;;0;; ; 
"=""00:45"""; ;0;"1,566";;0;;0;; ; 
"=""01:00"""; ;0;"1,545";;0;;0;; ; 
"=""01:15"""; ;0;"1,409";;0;;0;; ; 
"=""01:30"""; ;0;"1,300";;0;;0;; ; 
"=""01:45"""; ;0;"1,721";;0;;0;; ; 
"=""02:00"""; ;0;"1,323";;0;;0;; ; 
"=""02:15"""; ;0;"1,996";;0;;0;; ; 
"=""02:30"""; ;0;"1,264";;0;;0;; ; 
"=""02:45"""; ;0;"1,157";;0;;0;; ; 
"=""03:00"""; ;0;"1,400";;0;;0;; ; 
"=""03:15"""; ;0;"1,172";;0;;0;; ; 
"=""03:30"""; ;0;978;;0;;0;; ; 
"=""03:45"""; ;0;"1,347";;0;;0;; ; 
"=""04:00"""; ;0;"1,057";;0;;0;; ; 
"=""04:15"""; ;0;"1,360";;0;;0;; ; 
"=""04:30"""; ;0;976;;0;;0;; ; 
"=""04:45"""; ;0;"1,115";;0;;0;; ; 
"=""05:00"""; ;0;"1,415";;0;;0;; ; 
"=""05:15"""; ;0;"1,927";;0;;0;; ; 
"=""05:30"""; ;0;"3,075";;0;;0;; ; 
"=""05:45""";0;0;"2,497";"2,497";0;0;0;; ; 
"=""06:00""";0;0;"1,233";"1,233";0;0;0;; ; 
"=""06:15""";0;0;"1,232";"1,232";0;0;0;; ; 
"=""06:30""";0;0;"2,520";"2,520";0;0;0;0; ; 
"=""06:45""";23;0;"1,374";"1,397";0;23;0;23; ; 
"=""07:00""";53;0;"1,227";"1,280";0;53;0;53; ; 
"=""07:15""";73;0;950;"1,023";0;73;0;73; ; 
"=""07:30""";149;0;811;960;0;149;0;149; ; 
"=""07:45""";283;0;725;"1,008";0;283;0;283; ; 
"=""08:00""";576;0;636;"1,212";0;576;0;576; ; 
"=""08:03"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""08:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:15""";718;0;34;751;24;718;280;"1,021"; ; 
"=""08:18"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""08:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";752;0;77;829;76;752;503;"1,332"; ; 
"=""08:45""";839;0;52;890;52;839;"1,143";"2,033"; ; 
"=""09:00""";"1,122";0;71;"1,193";68;"1,122";774;"1,964"; ; 
"=""09:03"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""09:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";705;0;116;821;116;705;"1,701";"2,522"; ; 
"=""09:30""";703;0;25;728;21;703;"1,073";"1,797"; ; 
"=""09:45""";792;0;16;808;16;792;790;"1,598"; ; 
"=""10:00""";782;0;19;801;18;782;"1,178";"1,978"; ; 
"=""10:08"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:13"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""10:15""";781;0;32;813;30;781;588;"1,399"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,367";0;112;"1,479";106;"1,367";177;"1,650"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""10:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";810;0;52;862;46;810;650;"1,505"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""10:53"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:58"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""11:00""";830;0;148;979;156;830;991;"1,977"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";779;0;131;911;242;779;"1,342";"2,363"; ; 
