 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""00:15"""; ;0;"2,429";;0;;0;; ; 
"=""00:30"""; ;0;"2,304";;0;;0;; ; 
"=""00:45"""; ;118;"2,181";;1;;0;; ; 
"=""01:00"""; ;2;"2,109";;0;;0;; ; 
"=""01:15"""; ;0;"2,290";;0;;0;; ; 
"=""01:30"""; ;0;"2,253";;0;;0;; ; 
"=""01:45"""; ;0;"2,247";;0;;1;; ; 
"=""02:00"""; ;0;"3,046";;0;;0;; ; 
"=""02:15"""; ;0;"2,848";;0;;1;; ; 
"=""02:30"""; ;0;"3,408";;0;;0;; ; 
"=""02:45"""; ;1;"3,194";;0;;0;; ; 
"=""03:00"""; ;2;"2,586";;0;;0;; ; 
"=""03:15"""; ;0;"1,975";;0;;1;; ; 
"=""03:30"""; ;0;"2,303";;0;;0;; ; 
"=""03:45"""; ;0;"1,963";;0;;1;; ; 
"=""04:00"""; ;0;"1,714";;0;;0;; ; 
"=""04:15"""; ;1;"2,381";;0;;0;; ; 
"=""04:30"""; ;0;"1,653";;0;;0;; ; 
"=""04:45"""; ;0;"1,725";;0;;1;; ; 
"=""05:00"""; ;1;"1,584";;0;;0;; ; 
"=""05:15"""; ;3;"2,114";;0;;0;; ; 
"=""05:30"""; ;0;"2,682";;0;;0;; ; 
"=""05:45""";0;1;"2,573";"2,573";0;0;0;; ; 
"=""06:00""";0;0;"1,688";"1,687";0;0;1;; ; 
"=""06:15""";17;0;"1,703";"1,719";0;17;1;17; ; 
"=""06:30""";86;0;"1,821";"1,907";0;86;0;86; ; 
"=""06:45""";213;0;"1,494";"1,707";0;213;0;213; ; 
"=""07:00""";391;1;"1,163";"1,555";0;391;0;391; ; 
"=""07:15""";606;0;929;"1,535";0;606;0;606; ; 
"=""07:30""";806;0;"1,010";"1,816";0;806;1;807; ; 
"=""07:45""";"1,024";1;"1,548";"2,573";5;"1,024";0;"1,029"; ; 
"=""08:00""";"1,081";0;366;"1,447";27;"1,081";215;"1,322"; ; 
"=""08:15""";"1,197";0;342;"1,539";20;"1,197";223;"1,440"; ; 
"=""08:30""";"1,190";0;287;"1,476";18;"1,190";367;"1,574"; ; 
"=""08:45""";"1,356";0;70;"1,426";28;"1,356";485;"1,869"; ; 
"=""09:00""";"1,273";0;44;"1,317";45;"1,273";738;"2,056"; ; 
"=""09:15""";"1,305";0;46;"1,351";50;"1,305";867;"2,221"; ; 
"=""09:18"""; ; ; ; ; ; ; ; ; ;0
"=""09:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";"1,206";0;44;"1,250";42;"1,206";"1,157";"2,405"; ; 
"=""09:45""";"1,094";0;60;"1,154";60;"1,094";"1,323";"2,477"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""09:53"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""09:58"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,294";0;102;"1,396";97;"1,294";"1,198";"2,588"; ; 
"=""10:03"""; ; ; ; ; ; ; ; ; ;900
"=""10:08"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""10:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,178";0;244;"1,421";243;"1,178";873;"2,294"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""10:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";912;0;61;972;60;912;"1,772";"2,743"; ; 
"=""10:45""";904;0;34;938;37;904;"1,906";"2,847"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""10:53"""; ; ; ; ; ; ; ; ; ;"2,310"
"=""10:58"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""11:00""";"1,164";0;148;"1,311";307;"1,164";"1,282";"2,752"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,630";0;191;"1,820";240;"1,630";73;"1,943"; ; 
"=""11:28"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""11:30""";"1,743";330;201;"2,273";192;"1,743";0;"1,935"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,580";0;162;"1,742";185;"1,580";215;"1,980"; ; 
"=""11:53"""; ; ; ; ; ; ; ; ; ;0
"=""11:58"""; ; ; ; ; ; ; ; ; ;900
"=""12:00""";"1,416";0;179;"1,595";200;"1,416";965;"2,581"; ; 
"=""12:03"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:08"""; ; ; ; ; ; ; ; ; ;0
"=""12:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,584";0;191;"1,775";255;"1,584";781;"2,620"; ; 
"=""12:30""";"2,902";66;69;"3,037";78;"2,902";0;"2,980"; ; 
"=""12:43"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""12:45""";"2,774";0;87;"2,861";90;"2,774";83;"2,946"; ; 
"=""12:48"""; ; ; ; ; ; ; ; ; ;900
"=""12:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"2,636";699;118;"3,453";108;"2,636";0;"2,744"; ; 
"=""13:15""";"2,973";"2,167";35;"5,175";34;"2,973";0;"3,007"; ; 
"=""13:23"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""13:28"""; ; ; ; ; ; ; ; ; ;"2,580"
"=""13:30""";"2,477";"2,556";65;"5,098";61;"2,477";0;"2,538"; ; 
"=""13:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"2,143";"2,203";779;"5,124";133;"2,143";0;"2,276"; ; 
"=""13:48"""; ; ; ; ; ; ; ; ; ;480
"=""13:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:00""";"2,574";"1,217";"1,351";"5,141";51;"2,574";0;"2,625"; ; 
"=""14:15""";"2,051";924;"1,958";"4,933";48;"2,051";0;"2,099"; ; 
"=""14:28"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""14:30""";"1,445";851;"3,031";"5,326";26;"1,445";0;"1,470"; ; 
"=""14:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:45""";"1,787";227;"3,003";"5,018";22;"1,787";0;"1,809"; ; 
"=""15:00""";"1,261";0;"3,702";"4,963";0;"1,261";0;"1,261"; ; 
"=""15:15""";"1,727";0;"2,070";"3,796";5;"1,727";1;"1,733"; ; 
"=""15:30""";"1,663";0;"2,267";"3,929";0;"1,663";0;"1,663"; ; 
"=""15:45""";"1,338";0;"1,751";"3,089";11;"1,338";3;"1,352"; ; 
"=""16:00""";958;0;"1,606";"2,563";9;958;0;967; ; 
"=""16:15""";809;1;"1,447";"2,256";0;809;0;809; ; 
"=""16:30""";705;0;979;"1,683";16;705;28;749; ; 
"=""16:45""";762;0;868;"1,631";7;762;19;788; ; 
"=""17:00""";981;0;"1,501";"2,482";0;981;0;981; ; 
"=""17:15""";695;0;"2,284";"2,979";0;695;2;697; ; 
"=""17:22"""; ; ; ; ; ; ; ; ;300; 
"=""17:23"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""17:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:30""";587;1;"3,348";"3,936";0;587;0;587; ; 
"=""17:45""";317;2;"1,822";"2,141";0;317;0;317; ; 
"=""18:00""";238;0;"1,641";"1,878";0;238;1;239; ; 
"=""18:15""";140;0;"1,800";"1,939";0;140;1;141; ; 
"=""18:30""";73;0;"2,550";"2,623";0;73;0;73; ; 
"=""18:45""";19;1;"3,666";"3,686";0;19;0;19; ; 
"=""19:00""";0;3;"3,449";"3,716";0;0;0;; ; 
"=""19:15""";0;0;"3,519";"3,518";0;0;1;; ; 
"=""19:30""";0;1;"3,871";"3,608";0;0;0;; ; 
"=""19:45"""; ;0;"3,540";;0;;2;; ; 
"=""20:00"""; ;0;"3,616";;0;;2;; ; 
"=""20:15"""; ;0;"3,799";;0;;1;; ; 
"=""20:30"""; ;0;"4,734";;0;;1;; ; 
"=""20:45"""; ;2;"3,686";;0;;0;; ; 
"=""21:00"""; ;0;"3,694";;0;;1;; ; 
"=""21:15"""; ;0;"3,614";;0;;1;; ; 
"=""21:30"""; ;0;"3,438";;0;;0;; ; 
"=""21:45"""; ;1;"3,529";;0;;0;; ; 
"=""22:00"""; ;0;"2,796";;0;;0;; ; 
"=""22:15"""; ;1;"3,407";;0;;0;; ; 
"=""22:30"""; ;1;"4,158";;0;;0;; ; 
"=""22:45"""; ;1;"3,451";;0;;0;; ; 
"=""23:00"""; ;0;"2,933";;0;;0;; ; 
"=""23:15"""; ;1;"2,611";;0;;0;; ; 
"=""23:30"""; ;0;"2,685";;0;;0;; ; 
"=""23:45"""; ;0;"2,665";;0;;0;; ; 
"=""00:00"""; ;0;"2,614";;0;;0;;300;"3,000"
