 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,234";;0;;0;; ; 
"=""00:30"""; ;0;"1,424";;0;;0;; ; 
"=""00:45"""; ;0;"1,684";;0;;0;; ; 
"=""01:00"""; ;0;"1,321";;0;;0;; ; 
"=""01:15"""; ;0;"1,180";;0;;0;; ; 
"=""01:30"""; ;0;"1,261";;0;;0;; ; 
"=""01:45"""; ;0;"1,644";;0;;0;; ; 
"=""02:00"""; ;0;"1,282";;0;;0;; ; 
"=""02:15"""; ;0;850;;0;;0;; ; 
"=""02:30"""; ;0;"1,486";;0;;0;; ; 
"=""02:45"""; ;0;"1,274";;0;;0;; ; 
"=""03:00"""; ;0;921;;0;;0;; ; 
"=""03:15"""; ;0;"1,030";;0;;0;; ; 
"=""03:30"""; ;0;"1,277";;0;;0;; ; 
"=""03:45"""; ;0;826;;0;;0;; ; 
"=""04:00"""; ;0;"1,097";;0;;0;; ; 
"=""04:15"""; ;0;642;;0;;0;; ; 
"=""04:30"""; ;0;"1,319";;0;;0;; ; 
"=""04:45"""; ;0;"1,096";;0;;0;; ; 
"=""05:00"""; ;0;"1,650";;0;;0;; ; 
"=""05:15"""; ;0;"2,486";;0;;0;; ; 
"=""05:30"""; ;0;"2,521";;0;;0;; ; 
"=""05:45""";0;0;"2,142";"2,142";0;0;0;; ; 
"=""06:00""";0;0;"1,005";"1,005";0;0;0;; ; 
"=""06:15""";0;0;"1,017";"1,017";0;0;0;0; ; 
"=""06:30""";19;0;"1,213";"1,232";0;19;0;19; ; 
"=""06:45""";85;0;"1,108";"1,193";0;85;0;85; ; 
"=""07:00""";205;0;690;895;0;205;0;205; ; 
"=""07:15""";326;0;639;965;0;326;0;326; ; 
"=""07:30""";685;0;435;"1,120";1;685;0;686; ; 
"=""07:45""";749;0;293;"1,042";9;749;72;830; ; 
"=""08:00""";592;0;"1,581";"2,173";0;592;1;593; ; 
"=""08:15""";614;2;"1,216";"1,832";0;614;0;614; ; 
"=""08:30""";711;0;781;"1,492";8;711;40;758; ; 
"=""08:45""";981;0;267;"1,248";66;981;160;"1,206"; ; 
"=""08:58"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""09:00""";"1,045";0;88;"1,133";75;"1,045";"1,418";"2,538"; ; 
"=""09:03"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";992;0;38;"1,030";38;992;"1,182";"2,211"; ; 
"=""09:28"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""09:30""";"1,474";0;167;"1,641";170;"1,474";441;"2,085"; ; 
"=""09:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";792;0;32;824;31;792;"1,874";"2,696"; ; 
"=""10:00""";"1,261";0;43;"1,304";39;"1,261";"1,248";"2,548"; ; 
"=""10:15""";"1,221";0;30;"1,250";31;"1,221";"1,657";"2,909"; ; 
"=""10:28"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""10:30""";"1,585";0;116;"1,700";101;"1,585";385;"2,070"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,876";0;140;"2,016";147;"1,876";899;"2,922"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""10:53"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""10:58"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""11:00""";"1,135";0;85;"1,221";255;"1,135";"1,466";"2,856"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""11:15""";766;0;132;898;219;766;782;"1,766"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""11:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:28"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:30""";773;0;92;865;230;773;577;"1,580"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";750;0;88;838;355;750;996;"2,101"; ; 
"=""11:53"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""11:58"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""12:00""";"1,011";0;106;"1,118";146;"1,011";143;"1,300"; ; 
"=""12:03"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""12:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,284";0;93;"1,377";243;"1,284";515;"2,041"; ; 
"=""12:18"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""12:23"""; ; ; ; ; ; ; ; ; ;540
"=""12:28"""; ; ; ; ; ; ; ; ; ;600
"=""12:30""";647;0;51;699;221;647;511;"1,379"; ; 
"=""12:33"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""12:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";789;0;69;858;267;789;481;"1,537"; ; 
"=""13:00""";"1,405";"1,218";196;"2,819";193;"1,405";0;"1,598"; ; 
"=""13:03"""; ; ; ; ; ; ; ; ; ;"2,040"
"=""13:08"""; ; ; ; ; ; ; ; ; ;900
"=""13:13"""; ; ; ; ; ; ; ; ; ;0
"=""13:15""";"2,005";"1,429";441;"3,875";451;"2,005";0;"2,456"; ; 
"=""13:18"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""13:23"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""13:28"""; ; ; ; ; ; ; ; ; ;300
"=""13:30""";"1,211";"1,208";257;"2,676";255;"1,211";0;"1,466"; ; 
"=""13:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"1,292";"2,041";203;"3,536";204;"1,292";0;"1,496"; ; 
"=""14:00""";"2,178";326;79;"2,583";74;"2,178";0;"2,252"; ; 
"=""14:15""";"2,116";749;62;"2,927";64;"2,116";0;"2,180"; ; 
"=""14:18"""; ; ; ; ; ; ; ; ; ;0
"=""14:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:30""";"1,982";357;69;"2,408";67;"1,982";0;"2,049"; ; 
"=""14:45""";"1,257";295;38;"1,590";30;"1,257";0;"1,287"; ; 
"=""15:00""";722;811;25;"1,558";26;722;0;748; ; 
"=""15:15""";570;"1,340";275;"2,185";25;570;0;595; ; 
"=""15:30""";480;472;"1,055";"2,007";53;480;0;533; ; 
"=""15:45""";581;6;279;865;0;581;0;581; ; 
"=""16:00""";814;0;109;923;1;814;2;817; ; 
"=""16:15""";563;1;318;881;0;563;0;563; ; 
"=""16:30""";473;0;459;932;0;473;0;473; ; 
"=""16:45""";454;0;374;829;0;454;0;454; ; 
"=""17:00""";432;0;"1,297";"1,730";0;432;1;433; ; 
"=""17:15""";374;0;"1,521";"1,895";0;374;0;374; ; 
"=""17:30""";241;0;"1,336";"1,577";0;241;0;241; ; 
"=""17:45""";112;0;"1,352";"1,464";0;112;1;113; ; 
"=""18:00""";28;0;"3,231";"3,259";0;28;1;29; ; 
"=""18:15""";2;1;"1,861";"1,864";0;2;0;2; ; 
"=""18:30""";0;0;"2,899";"2,899";0;0;0;; ; 
"=""18:45""";0;0;"2,962";"2,962";0;0;0;; ; 
"=""19:00""";0;0;"2,956";"2,954";0;0;2;; ; 
"=""19:15""";0;0;"3,421";"2,935";0;0;2;; ; 
"=""19:30""";0;0;"3,060";"3,059";0;0;1;; ; 
"=""19:45""";0;0;"2,899";"2,458";0;0;1;; ; 
"=""20:00"""; ;0;"4,338";;0;;1;; ; 
"=""20:15"""; ;0;"2,628";;0;;0;; ; 
"=""20:30"""; ;0;"2,885";;0;;0;; ; 
"=""20:45"""; ;0;"3,140";;0;;0;; ; 
"=""21:00"""; ;0;"2,551";;0;;2;; ; 
"=""21:15"""; ;0;"2,686";;0;;0;; ; 
"=""21:30"""; ;0;"2,171";;0;;0;; ; 
"=""21:45"""; ;0;"2,286";;0;;0;; ; 
"=""22:00"""; ;0;"2,432";;0;;0;; ; 
"=""22:15"""; ;0;"2,256";;0;;0;; ; 
"=""22:30"""; ;0;"2,545";;0;;0;; ; 
"=""22:45"""; ;0;"2,087";;0;;0;; ; 
"=""23:00"""; ;0;"2,266";;0;;0;; ; 
"=""23:15"""; ;0;"2,015";;0;;0;; ; 
"=""23:30"""; ;0;"4,161";;0;;0;; ; 
"=""23:45"""; ;0;"2,805";;0;;0;; ; 
"=""00:00"""; ;0;"3,207";;0;;0;;300;"3,000"
