 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,145";;0;;1;; ; 
"=""00:30"""; ;0;"1,768";;0;;0;; ; 
"=""00:45"""; ;0;"1,718";;0;;0;; ; 
"=""01:00"""; ;0;"2,003";;0;;2;; ; 
"=""01:15"""; ;0;"1,850";;0;;1;; ; 
"=""01:30"""; ;0;"1,561";;0;;1;; ; 
"=""01:45"""; ;0;"1,805";;0;;1;; ; 
"=""02:00"""; ;0;"1,647";;0;;1;; ; 
"=""02:15"""; ;0;926;;0;;0;; ; 
"=""02:30"""; ;0;"1,668";;0;;1;; ; 
"=""02:45"""; ;1;"1,492";;0;;0;; ; 
"=""03:00"""; ;0;"1,091";;0;;1;; ; 
"=""03:15"""; ;0;"1,748";;0;;1;; ; 
"=""03:30"""; ;0;"1,077";;0;;0;; ; 
"=""03:45"""; ;0;"1,534";;0;;1;; ; 
"=""04:00"""; ;0;"1,398";;0;;2;; ; 
"=""04:15"""; ;1;"1,182";;0;;0;; ; 
"=""04:30"""; ;1;"1,419";;0;;0;; ; 
"=""04:45"""; ;0;"1,295";;0;;0;; ; 
"=""05:00"""; ;0;947;;0;;1;; ; 
"=""05:15"""; ;0;"3,041";;0;;1;; ; 
"=""05:30""";0;0;"2,819";"2,819";0;0;0;; ; 
"=""05:45""";0;0;"2,114";"2,115";0;0;0;; ; 
"=""06:00""";0;1;"1,612";"1,613";0;0;0;; ; 
"=""06:15""";0;0;"1,152";"1,152";0;0;0;0; ; 
"=""06:30""";16;0;"1,557";"1,573";0;16;1;17; ; 
"=""06:45""";103;0;821;924;0;103;3;106; ; 
"=""07:00""";183;1;"1,434";"1,618";0;183;0;183; ; 
"=""07:10"""; ; ; ; ; ; ; ; ;300; 
"=""07:11"""; ; ; ; ; ; ; ; ; ;900
"=""07:11"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""07:15""";326;1;565;891;0;326;0;326; ; 
"=""07:16"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""07:30"""; ;;;;;;;; ; 
"=""07:45""";525;0;783;"1,308";19;525;2;546; ; 
"=""08:00""";891;0;247;"1,138";50;891;161;"1,102"; ; 
"=""08:15""";815;0;500;"1,315";15;815;22;851; ; 
"=""08:30""";881;0;102;983;53;881;448;"1,382"; ; 
"=""08:45""";630;0;69;698;8;630;21;658; ; 
"=""08:51"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""08:56"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";902;0;504;"1,405";18;902;70;990; ; 
"=""09:15""";"1,312";0;325;"1,637";36;"1,312";314;"1,661"; ; 
"=""09:30""";"1,072";0;124;"1,197";79;"1,072";776;"1,928"; ; 
"=""09:45""";"1,452";0;329;"1,781";175;"1,452";494;"2,121"; ; 
"=""10:00""";687;0;16;703;15;687;656;"1,357"; ; 
"=""10:15""";683;0;21;705;21;683;484;"1,188"; ; 
"=""10:30""";572;0;12;584;14;572;829;"1,415"; ; 
"=""10:45""";461;0;12;472;13;461;999;"1,472"; ; 
"=""11:00""";488;0;18;506;17;488;"1,017";"1,523"; ; 
"=""11:01"""; ; ; ; ; ; ; ; ; ;0
"=""11:06"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";506;0;74;579;133;506;"1,370";"2,009"; ; 
"=""11:30""";512;0;21;533;15;512;466;992; ; 
"=""11:45""";417;0;10;427;15;417;842;"1,273"; ; 
"=""11:46"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""11:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:56"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""12:00""";473;0;66;539;189;473;"1,123";"1,785"; ; 
"=""12:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:11"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""12:15""";579;0;15;594;147;579;939;"1,665"; ; 
"=""12:16"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""12:21"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""12:30""";617;0;28;645;303;617;865;"1,785"; ; 
"=""12:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";870;0;21;891;20;870;168;"1,058"; ; 
"=""13:00""";697;"1,200";24;"1,921";19;697;0;716; ; 
"=""13:11"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""13:15""";844;990;57;"1,890";50;844;0;894; ; 
"=""13:16"""; ; ; ; ; ; ; ; ; ;"3,000"
