 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,879";;0;;0;; ; 
"=""00:30"""; ;0;"2,175";;0;;0;; ; 
"=""00:45"""; ;0;"1,811";;0;;0;; ; 
"=""01:00"""; ;0;"1,765";;0;;0;; ; 
"=""01:15"""; ;0;"1,919";;0;;0;; ; 
"=""01:30"""; ;0;"1,606";;0;;0;; ; 
"=""01:45"""; ;0;"1,705";;0;;0;; ; 
"=""02:00"""; ;0;"1,638";;0;;0;; ; 
"=""02:15"""; ;0;"1,457";;0;;0;; ; 
"=""02:30"""; ;0;"1,793";;0;;0;; ; 
"=""02:45"""; ;0;"1,643";;0;;0;; ; 
"=""03:00"""; ;0;"1,210";;0;;0;; ; 
"=""03:15"""; ;0;"1,577";;0;;0;; ; 
"=""03:30"""; ;0;"1,108";;0;;0;; ; 
"=""03:45"""; ;0;"1,596";;0;;0;; ; 
"=""04:00"""; ;0;"1,568";;0;;0;; ; 
"=""04:15"""; ;0;"1,052";;0;;0;; ; 
"=""04:30"""; ;0;"1,520";;0;;0;; ; 
"=""04:45"""; ;0;"1,142";;0;;0;; ; 
"=""05:00"""; ;0;"1,550";;0;;0;; ; 
"=""05:15"""; ;0;"2,984";;0;;0;; ; 
"=""05:30""";0;0;"3,354";"3,354";0;0;0;; ; 
"=""05:45""";0;0;"1,814";"1,814";0;0;0;; ; 
"=""06:00""";0;0;"1,191";"1,191";0;0;0;; ; 
"=""06:15""";9;0;"1,347";"1,356";0;9;0;9; ; 
"=""06:30""";85;0;"2,738";"2,823";0;85;0;85; ; 
"=""06:45""";178;0;"1,389";"1,567";0;178;0;178; ; 
"=""07:00""";306;0;"1,077";"1,383";0;306;0;306; ; 
"=""07:15""";381;0;939;"1,320";0;381;0;381; ; 
"=""07:30""";563;0;814;"1,377";1;563;0;563; ; 
"=""07:45""";665;0;589;"1,254";19;665;0;684; ; 
"=""08:00""";469;0;902;"1,371";8;469;3;480; ; 
"=""08:15""";454;2;"1,046";"1,502";1;454;0;454; ; 
"=""08:30""";465;1;909;"1,374";0;465;0;465; ; 
"=""08:40"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""08:45""";705;0;263;967;99;705;771;"1,574"; ; 
"=""08:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";912;0;77;989;71;912;"1,305";"2,289"; ; 
"=""09:00"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""09:05"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";892;0;35;927;36;892;767;"1,695"; ; 
