 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"3,355";;0;;2;; ; 
"=""00:30"""; ;1;"2,625";;0;;0;; ; 
"=""00:45"""; ;0;"2,337";;0;;1;; ; 
"=""01:00"""; ;0;"2,219";;0;;1;; ; 
"=""01:15"""; ;0;"2,302";;0;;0;; ; 
"=""01:30"""; ;0;"2,211";;0;;0;; ; 
"=""01:45"""; ;0;"1,877";;0;;1;; ; 
"=""02:00"""; ;0;"1,556";;0;;2;; ; 
"=""02:15"""; ;0;"1,573";;0;;1;; ; 
"=""02:30"""; ;0;"1,609";;0;;1;; ; 
"=""02:45"""; ;0;"2,048";;0;;2;; ; 
"=""03:00"""; ;0;"1,884";;0;;1;; ; 
"=""03:15"""; ;1;"1,359";;0;;0;; ; 
"=""03:30"""; ;3;"2,153";;0;;0;; ; 
"=""03:45"""; ;0;"1,526";;0;;1;; ; 
"=""04:00"""; ;0;"1,307";;0;;1;; ; 
"=""04:15"""; ;1;"1,540";;0;;0;; ; 
"=""04:30"""; ;0;"1,665";;0;;1;; ; 
"=""04:45"""; ;0;"1,128";;0;;0;; ; 
"=""05:00"""; ;1;"1,689";;0;;0;; ; 
"=""05:15"""; ;0;"1,524";;0;;1;; ; 
"=""05:30"""; ;1;"2,815";;0;;0;; ; 
"=""05:45""";0;0;"1,796";"1,796";0;0;0;; ; 
"=""06:00""";0;0;"1,741";"1,740";0;0;0;; ; 
"=""06:15""";0;0;"1,601";"1,601";0;0;1;0; ; 
"=""06:30""";13;0;"2,417";"2,429";0;13;3;15; ; 
"=""06:45""";52;0;"1,646";"1,698";0;52;0;52; ; 
"=""07:00""";128;0;"1,542";"1,669";0;128;0;128; ; 
"=""07:15""";258;1;"1,091";"1,350";0;258;0;258; ; 
"=""07:30""";337;0;"1,585";"1,922";0;337;0;337; ; 
"=""07:45""";540;0;621;"1,160";0;540;3;542; ; 
"=""08:00""";699;2;450;"1,151";0;699;0;699; ; 
"=""08:15""";776;0;285;"1,061";5;776;4;785; ; 
"=""08:30""";761;0;67;828;40;761;93;893; ; 
"=""08:45""";774;0;33;806;18;774;207;999; ; 
"=""09:00""";824;0;16;839;17;824;707;"1,547"; ; 
