 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,645";;0;;0;; ; 
"=""00:30"""; ;0;"1,474";;0;;0;; ; 
"=""00:45"""; ;0;"1,452";;0;;0;; ; 
"=""01:00"""; ;0;"1,262";;0;;0;; ; 
"=""01:15"""; ;0;"1,376";;0;;0;; ; 
"=""01:30"""; ;0;"1,280";;0;;0;; ; 
"=""01:45"""; ;0;"1,235";;0;;0;; ; 
"=""02:00"""; ;0;"1,204";;0;;0;; ; 
"=""02:15"""; ;0;956;;0;;0;; ; 
"=""02:30"""; ;0;"1,135";;0;;0;; ; 
"=""02:45"""; ;0;"1,271";;0;;0;; ; 
"=""03:00"""; ;0;823;;0;;0;; ; 
"=""03:15"""; ;0;"1,148";;0;;0;; ; 
"=""03:30"""; ;0;"1,126";;0;;0;; ; 
"=""03:45"""; ;0;984;;0;;0;; ; 
"=""04:00"""; ;0;914;;0;;0;; ; 
"=""04:15"""; ;0;"1,159";;0;;0;; ; 
"=""04:30"""; ;0;"1,090";;0;;0;; ; 
"=""04:45"""; ;0;"1,780";;0;;0;; ; 
"=""05:00"""; ;0;"1,537";;0;;0;; ; 
"=""05:15""";0;0;"1,025";"1,025";0;0;0;; ; 
"=""05:30""";0;0;"1,680";"1,680";0;0;0;; ; 
"=""05:45""";0;0;"1,398";"1,398";0;0;0;; ; 
"=""06:00""";0;0;"1,058";"1,058";0;0;0;0; ; 
"=""06:15""";39;0;"1,124";"1,163";0;39;0;39; ; 
"=""06:30""";112;0;"1,489";"1,601";0;112;0;112; ; 
"=""06:45""";219;0;"1,781";"2,000";0;219;0;219; ; 
"=""07:00""";329;0;"1,140";"1,469";0;329;0;329; ; 
"=""07:15""";487;0;895;"1,382";0;487;0;487; ; 
"=""07:30""";578;0;"1,263";"1,841";0;578;0;578; ; 
"=""07:45""";713;0;"1,859";"2,572";0;713;0;713; ; 
"=""08:00""";843;0;522;"1,365";4;843;0;846; ; 
"=""08:15""";914;0;13;926;18;914;100;"1,031"; ; 
"=""08:30""";"1,010";0;77;"1,086";21;"1,010";137;"1,168"; ; 
"=""08:45""";977;0;78;"1,054";15;977;62;"1,053"; ; 
"=""09:00""";945;0;60;"1,005";13;945;30;987; ; 
"=""09:15""";940;0;78;"1,018";14;940;40;994; ; 
"=""09:30""";931;0;51;982;21;931;189;"1,141"; ; 
"=""09:45""";928;0;40;969;36;928;667;"1,632"; ; 
"=""10:00""";"1,036";0;193;"1,229";34;"1,036";568;"1,638"; ; 
"=""10:08"""; ; ; ; ; ; ; ; ; ;"2,160"
"=""10:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,252";0;86;"1,338";85;"1,252";503;"1,839"; ; 
"=""10:30""";"1,793";0;69;"1,862";60;"1,793";527;"2,380"; ; 
"=""10:45""";"1,594";0;83;"1,677";89;"1,594";251;"1,933"; ; 
"=""11:00""";"1,441";0;65;"1,506";64;"1,441";"1,453";"2,958"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""11:15""";"1,296";0;285;"1,581";277;"1,296";"1,078";"2,652"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:23"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""11:28"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,417";0;265;"1,682";267;"1,417";884;"2,568"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""11:45""";"1,474";0;71;"1,545";66;"1,474";708;"2,248"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""11:58"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"1,467";0;250;"1,717";335;"1,467";802;"2,604"; ; 
"=""12:15""";"3,071";14;58;"3,143";56;"3,071";0;"3,126"; ; 
"=""12:30""";"1,622";860;58;"2,540";60;"1,622";0;"1,682"; ; 
