 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,986";;0;;0;; ; 
"=""00:30"""; ;0;"1,489";;0;;0;; ; 
"=""00:45"""; ;0;"1,868";;0;;0;; ; 
"=""01:00"""; ;0;"2,070";;0;;0;; ; 
"=""01:15"""; ;0;"1,850";;0;;0;; ; 
"=""01:30"""; ;0;"1,742";;0;;0;; ; 
"=""01:45"""; ;0;"1,372";;0;;0;; ; 
"=""02:00"""; ;0;"1,569";;0;;0;; ; 
"=""02:15"""; ;0;"1,622";;0;;0;; ; 
"=""02:30"""; ;0;"1,139";;0;;0;; ; 
"=""02:45"""; ;0;"1,061";;0;;0;; ; 
"=""03:00"""; ;0;"1,775";;0;;0;; ; 
"=""03:15"""; ;0;"1,435";;0;;0;; ; 
"=""03:30"""; ;0;"1,022";;0;;0;; ; 
"=""03:45"""; ;0;"1,316";;0;;0;; ; 
"=""04:00"""; ;0;"1,443";;0;;0;; ; 
"=""04:15"""; ;0;"1,224";;0;;0;; ; 
"=""04:30"""; ;0;"1,288";;0;;0;; ; 
"=""04:45"""; ;0;"1,434";;0;;0;; ; 
"=""05:00"""; ;0;"1,062";;0;;0;; ; 
"=""05:15"""; ;0;"2,335";;0;;0;; ; 
"=""05:30""";0;0;"1,818";"1,818";0;0;0;; ; 
"=""05:45""";0;0;"1,616";"1,616";0;0;0;; ; 
"=""06:00""";0;0;"2,155";"2,155";0;0;0;; ; 
"=""06:15""";0;0;"1,637";"1,637";0;0;0;0; ; 
"=""06:30""";30;0;"2,823";"2,853";0;30;0;30; ; 
"=""06:45""";87;0;"1,200";"1,287";0;87;0;87; ; 
"=""07:00""";144;0;"1,292";"1,436";0;144;0;144; ; 
"=""07:15""";278;0;994;"1,272";0;278;0;278; ; 
"=""07:30""";340;0;"1,075";"1,415";0;340;0;340; ; 
"=""07:45""";291;0;997;"1,288";0;291;0;291; ; 
"=""08:00""";316;0;692;"1,008";0;316;0;316; ; 
"=""08:15""";592;0;440;"1,031";13;592;23;627; ; 
"=""08:30""";875;0;351;"1,227";54;875;119;"1,049"; ; 
"=""08:45""";921;0;141;"1,061";40;921;402;"1,362"; ; 
"=""09:00""";938;0;84;"1,022";37;938;469;"1,444"; ; 
"=""09:15""";895;0;102;997;45;895;562;"1,502"; ; 
"=""09:30""";671;0;16;686;13;671;696;"1,379"; ; 
"=""09:45""";549;0;25;574;24;549;"1,210";"1,783"; ; 
"=""10:00""";"1,786";0;177;"1,963";167;"1,786";714;"2,666"; ; 
"=""10:04"""; ; ; ; ; ; ; ; ; ;900
"=""10:09"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";794;0;164;959;199;794;"1,358";"2,352"; ; 
"=""10:19"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""10:24"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""10:30""";759;0;193;952;222;759;"1,039";"2,021"; ; 
"=""10:34"""; ; ; ; ; ; ; ; ; ;"2,670"
"=""10:39"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""10:44"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";702;0;162;864;334;702;"1,284";"2,320"; ; 
"=""10:54"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""10:59"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";793;0;160;953;209;793;751;"1,753"; ; 
"=""11:15""";797;0;50;847;96;797;684;"1,576"; ; 
"=""11:19"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""11:24"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";818;0;21;839;91;818;840;"1,749"; ; 
"=""11:34"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""11:39"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:44"""; ; ; ; ; ; ; ; ; ;540
"=""11:45""";793;0;41;834;116;793;663;"1,571"; ; 
"=""11:49"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:59"""; ; ; ; ; ; ; ; ; ;0
