 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,468";;0;;0;; ; 
"=""00:30"""; ;0;"2,244";;0;;0;; ; 
"=""00:45"""; ;0;"2,215";;0;;0;; ; 
"=""01:00"""; ;0;"1,863";;0;;0;; ; 
"=""01:15"""; ;0;"2,054";;0;;0;; ; 
"=""01:30"""; ;0;"1,936";;0;;0;; ; 
"=""01:45"""; ;0;"1,921";;0;;0;; ; 
"=""02:00"""; ;0;"1,861";;0;;0;; ; 
"=""02:15"""; ;0;"1,826";;0;;0;; ; 
"=""02:30"""; ;0;"1,891";;0;;0;; ; 
"=""02:45"""; ;0;"1,627";;0;;0;; ; 
"=""03:00"""; ;0;"1,932";;0;;0;; ; 
"=""03:15"""; ;0;"1,641";;0;;0;; ; 
"=""03:30"""; ;0;"1,655";;0;;0;; ; 
"=""03:45"""; ;0;"1,674";;0;;0;; ; 
"=""04:00"""; ;0;"1,790";;0;;0;; ; 
"=""04:15"""; ;0;"1,664";;0;;0;; ; 
"=""04:30"""; ;0;"1,530";;0;;0;; ; 
"=""04:45"""; ;0;"1,444";;0;;0;; ; 
"=""05:00"""; ;0;"1,906";;0;;0;; ; 
"=""05:15""";0;0;"4,701";"4,701";0;0;0;; ; 
"=""05:30""";0;0;"2,197";"2,197";0;0;0;; ; 
"=""05:45""";0;0;"1,456";"1,456";0;0;0;; ; 
"=""06:00""";0;0;"2,416";"2,416";0;0;0;; ; 
"=""06:15""";0;0;"2,561";"2,561";0;0;0;; ; 
"=""06:30""";9;0;"1,641";"1,650";0;9;0;9; ; 
"=""06:45""";80;0;"2,163";"2,243";0;80;0;80; ; 
"=""07:00""";137;0;"1,321";"1,458";0;137;0;137; ; 
"=""07:15""";240;0;792;"1,032";0;240;0;240; ; 
"=""07:30""";331;0;445;776;0;331;0;331; ; 
"=""07:45""";469;0;194;663;1;469;0;470; ; 
"=""08:00""";518;0;19;537;17;518;134;668; ; 
"=""08:15""";487;0;22;509;18;487;253;758; ; 
"=""08:30""";534;0;50;584;32;534;278;843; ; 
"=""08:45""";514;0;11;525;12;514;572;"1,098"; ; 
"=""09:00""";511;0;18;529;16;511;571;"1,097"; ; 
"=""09:15""";543;0;37;580;34;543;638;"1,215"; ; 
"=""09:30""";495;0;19;513;19;495;754;"1,267"; ; 
"=""09:45""";503;0;22;525;22;503;846;"1,371"; ; 
"=""10:00""";739;0;47;785;49;739;"1,132";"1,919"; ; 
"=""10:15""";496;0;19;515;17;496;"2,389";"2,902"; ; 
"=""10:30""";544;0;22;566;18;544;"1,892";"2,454"; ; 
"=""10:40"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""10:45""";446;0;34;480;131;446;"1,586";"2,163"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""10:50"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""10:55"""; ; ; ; ; ; ; ; ; ;"1,590"
"=""11:00""";514;0;0;514;301;514;"1,331";"2,146"; ; 
"=""11:00"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:05"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""11:10"""; ; ; ; ; ; ; ; ; ;0
"=""11:15""";504;0;22;526;319;504;"1,101";"1,924"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""11:20"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""11:25"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:30""";460;0;119;580;370;460;851;"1,681"; ; 
"=""11:30"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""11:35"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""11:40"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""11:45""";"1,171";0;105;"1,276";300;"1,171";524;"1,994"; ; 
"=""11:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:50"""; ; ; ; ; ; ; ; ; ;0
"=""11:55"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:00""";894;0;61;955;219;894;334;"1,447"; ; 
"=""12:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:05"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""12:10"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""12:15""";955;0;108;"1,063";239;955;426;"1,620"; ; 
"=""12:20"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""12:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"1,087";0;67;"1,154";262;"1,087";259;"1,608"; ; 
"=""12:30"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:35"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""12:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,070";0;90;"1,160";309;"1,070";337;"1,715"; ; 
"=""12:45"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""12:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"1,970";0;91;"2,061";152;"1,970";19;"2,142"; ; 
"=""13:05"""; ; ; ; ; ; ; ; ; ;"1,980"
"=""13:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";"2,293";0;35;"2,328";94;"2,293";230;"2,617"; ; 
"=""13:30""";"1,514";756;72;"2,342";75;"1,514";0;"1,589"; ; 
"=""13:40"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""13:45""";"2,027";0;63;"2,090";107;"2,027";811;"2,944"; ; 
"=""13:45"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""13:50"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""13:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:00""";"1,931";98;126;"2,155";134;"1,931";0;"2,065"; ; 
"=""14:00"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""14:05"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:15""";"2,284";0;37;"2,322";114;"2,284";258;"2,657"; ; 
"=""14:15"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""14:20"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:25"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""14:30""";"2,107";0;67;"2,174";177;"2,107";190;"2,474"; ; 
"=""14:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:35"""; ; ; ; ; ; ; ; ; ;"1,890"
"=""14:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:45""";"2,067";0;63;"2,131";163;"2,067";149;"2,379"; ; 
"=""15:00""";"2,166";101;30;"2,297";29;"2,166";0;"2,195"; ; 
"=""15:15""";"1,734";"1,166";51;"2,950";42;"1,734";0;"1,776"; ; 
"=""15:25"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""15:30""";"1,544";"1,093";65;"2,702";69;"1,544";0;"1,613"; ; 
"=""15:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:45""";"1,491";714;70;"2,275";70;"1,491";0;"1,561"; ; 
"=""16:00""";"1,379";673;27;"2,079";22;"1,379";0;"1,401"; ; 
"=""16:15""";"1,164";"1,256";22;"2,442";21;"1,164";0;"1,185"; ; 
"=""16:30""";837;"1,372";30;"2,238";27;837;0;863; ; 
"=""16:30"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""16:35"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""16:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""16:45""";619;"2,459";103;"3,181";94;619;0;713; ; 
"=""17:00""";542;"1,199";960;"2,701";30;542;0;572; ; 
"=""17:15""";329;"1,042";"1,295";"2,665";26;329;0;355; ; 
"=""17:25"""; ; ; ; ; ; ; ; ; ;"2,250"
"=""17:30""";183;898;"1,434";"2,514";33;183;0;216; ; 
"=""17:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:45""";70;0;"2,298";"2,368";0;70;0;70; ; 
"=""18:00""";21;0;"2,482";"2,503";0;21;0;21; ; 
"=""18:15""";1;0;"2,203";"2,204";0;1;0;1; ; 
"=""18:30""";0;0;"1,728";"1,728";0;0;0;; ; 
"=""18:45""";0;1;"2,561";"2,562";0;0;0;; ; 
"=""19:00""";0;0;"2,132";"2,221";0;0;3;; ; 
"=""19:15""";0;2;"2,386";"2,389";0;0;0;; ; 
"=""19:30"""; ;0;"2,195";;0;;2;; ; 
"=""19:45"""; ;0;"3,055";;0;;0;; ; 
"=""20:00"""; ;0;"2,798";;0;;0;; ; 
"=""20:15"""; ;1;"4,782";;0;;0;; ; 
"=""20:30"""; ;0;"5,152";;0;;3;; ; 
"=""20:45"""; ;1;"5,585";;0;;0;; ; 
"=""21:00"""; ;0;"4,320";;0;;0;; ; 
"=""21:15"""; ;0;"3,291";;0;;1;; ; 
"=""21:30"""; ;1;"3,336";;0;;0;; ; 
"=""21:45"""; ;0;"3,011";;0;;0;; ; 
"=""22:00"""; ;0;"2,864";;0;;0;; ; 
"=""22:15"""; ;1;"3,029";;0;;0;; ; 
"=""22:30"""; ;0;"2,442";;0;;0;; ; 
"=""22:45"""; ;0;"2,465";;0;;3;; ; 
"=""23:00"""; ;0;"2,473";;0;;1;; ; 
"=""23:15"""; ;1;"2,364";;0;;0;; ; 
"=""23:30"""; ;0;"2,652";;0;;2;; ; 
"=""23:45"""; ;0;"2,861";;0;;4;; ; 
"=""00:00"""; ;0;"2,734";;0;;1;;300;"3,000"
