 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,551";;0;;3;; ; 
"=""00:30"""; ;0;"1,909";;0;;0;; ; 
"=""00:45"""; ;0;"1,544";;0;;1;; ; 
"=""01:00"""; ;0;"1,992";;0;;0;; ; 
"=""01:15"""; ;0;"1,988";;0;;0;; ; 
"=""01:30"""; ;0;"1,778";;0;;1;; ; 
"=""01:45"""; ;0;"2,321";;0;;3;; ; 
"=""02:00"""; ;0;"1,360";;0;;2;; ; 
"=""02:15"""; ;0;"1,566";;0;;1;; ; 
"=""02:30"""; ;0;"1,597";;0;;0;; ; 
"=""02:45"""; ;0;"1,577";;0;;2;; ; 
"=""03:00"""; ;4;"1,579";;0;;0;; ; 
"=""03:15"""; ;0;"1,344";;0;;3;; ; 
"=""03:30"""; ;0;"1,731";;0;;3;; ; 
"=""03:45"""; ;0;"1,483";;0;;0;; ; 
"=""04:00"""; ;0;"1,197";;0;;0;; ; 
"=""04:15"""; ;0;"1,775";;0;;0;; ; 
"=""04:30"""; ;0;"1,142";;0;;1;; ; 
"=""04:45"""; ;0;"1,743";;0;;1;; ; 
"=""05:00""";0;0;"1,381";"1,381";0;0;0;; ; 
"=""05:15""";0;0;"1,620";"1,619";0;0;2;; ; 
"=""05:30""";0;0;"2,178";"2,178";0;0;0;; ; 
"=""05:45""";0;0;"2,520";"2,520";0;0;1;; ; 
"=""06:00""";0;0;"1,567";"1,567";0;0;1;; ; 
"=""06:15""";11;1;"1,184";"1,196";0;11;0;11; ; 
"=""06:30""";57;0;"1,702";"1,760";0;57;1;58; ; 
"=""06:45""";95;0;"1,472";"1,567";0;95;0;95; ; 
"=""07:00""";114;0;"1,434";"1,548";0;114;0;114; ; 
"=""07:15""";160;0;"1,233";"1,393";0;160;0;160; ; 
"=""07:30""";250;0;"1,884";"2,134";0;250;0;250; ; 
"=""07:45""";500;0;"2,536";"3,036";0;500;0;500; ; 
"=""08:00""";715;0;"1,135";"1,850";0;715;0;715; ; 
"=""08:15""";911;0;164;"1,075";21;911;33;965; ; 
"=""08:30""";"1,057";0;151;"1,208";27;"1,057";256;"1,340"; ; 
"=""08:45""";"1,537";0;875;"2,412";45;"1,537";182;"1,764"; ; 
"=""09:00""";"1,072";0;261;"1,333";37;"1,072";514;"1,623"; ; 
"=""09:15""";876;0;21;897;21;876;"1,350";"2,247"; ; 
"=""09:30""";842;0;72;914;70;842;"1,596";"2,508"; ; 
"=""09:43"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""09:45""";785;0;98;884;98;785;831;"1,714"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""09:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";789;0;127;916;159;789;996;"1,944"; ; 
"=""10:15""";"1,056";0;169;"1,224";208;"1,056";857;"2,121"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""10:23"""; ; ; ; ; ; ; ; ; ;"2,310"
"=""10:28"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""10:30""";"1,320";0;134;"1,454";200;"1,320";699;"2,218"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""10:38"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:43"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""10:45""";"1,324";0;81;"1,405";315;"1,324";"1,095";"2,734"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""10:53"""; ; ; ; ; ; ; ; ; ;900
"=""10:58"""; ; ; ; ; ; ; ; ; ;360
"=""11:00""";"1,513";0;121;"1,634";299;"1,513";815;"2,627"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"2,670"
"=""11:15""";"1,452";0;81;"1,533";199;"1,452";251;"1,902"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:23"""; ; ; ; ; ; ; ; ; ;0
"=""11:28"""; ; ; ; ; ; ; ; ; ;"2,610"
"=""11:30""";"1,397";0;207;"1,603";302;"1,397";534;"2,233"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""11:45""";"1,682";0;85;"1,767";229;"1,682";415;"2,326"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"1,477";0;264;"1,741";311;"1,477";437;"2,224"; ; 
"=""12:08"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""12:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,434";0;131;"1,565";209;"1,434";219;"1,862"; ; 
"=""12:18"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""12:23"""; ; ; ; ; ; ; ; ; ;960
"=""12:28"""; ; ; ; ; ; ; ; ; ;0
"=""12:30""";"1,486";0;178;"1,663";294;"1,486";348;"2,128"; ; 
"=""12:33"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""12:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:43"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""12:45""";"1,635";"1,746";211;"3,592";207;"1,635";0;"1,842"; ; 
