 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,489";;0;;0;; ; 
"=""00:30"""; ;0;"2,476";;0;;0;; ; 
"=""00:45"""; ;0;"2,418";;0;;0;; ; 
"=""01:00"""; ;0;"2,143";;0;;0;; ; 
"=""01:15"""; ;0;"2,243";;0;;0;; ; 
"=""01:30"""; ;0;"2,220";;0;;0;; ; 
"=""01:45"""; ;0;"2,302";;0;;0;; ; 
"=""02:00"""; ;0;"1,921";;0;;0;; ; 
"=""02:15"""; ;0;"1,822";;0;;0;; ; 
"=""02:30"""; ;0;"1,663";;0;;0;; ; 
"=""02:45"""; ;0;"2,003";;0;;0;; ; 
"=""03:00"""; ;0;"1,621";;0;;0;; ; 
"=""03:15"""; ;0;"1,562";;0;;0;; ; 
"=""03:30"""; ;0;"1,882";;0;;0;; ; 
"=""03:45"""; ;0;"1,550";;0;;0;; ; 
"=""04:00"""; ;0;"1,730";;0;;0;; ; 
"=""04:15"""; ;0;"1,689";;0;;0;; ; 
"=""04:30"""; ;0;"1,394";;0;;0;; ; 
"=""04:45"""; ;0;"1,825";;0;;0;; ; 
"=""05:00"""; ;0;"2,614";;0;;0;; ; 
"=""05:15""";0;0;"2,966";"2,966";0;0;0;; ; 
"=""05:30""";0;0;"2,496";"2,496";0;0;0;; ; 
"=""05:45""";0;0;"2,051";"2,051";0;0;0;; ; 
"=""06:00""";0;0;"1,444";"1,444";0;0;0;0; ; 
"=""06:15""";33;0;"1,267";"1,300";0;33;0;33; ; 
"=""06:30""";132;0;"1,216";"1,348";0;132;0;132; ; 
"=""06:45""";281;0;"1,994";"2,275";0;281;0;281; ; 
"=""07:00""";495;0;"1,191";"1,686";0;495;0;495; ; 
"=""07:15""";680;0;751;"1,431";4;680;0;683; ; 
"=""07:30""";862;0;"1,090";"1,952";6;862;1;869; ; 
"=""07:45""";"1,011";0;268;"1,279";37;"1,011";161;"1,208"; ; 
"=""08:00""";993;0;198;"1,191";33;993;356;"1,382"; ; 
"=""08:15""";"1,132";0;208;"1,340";62;"1,132";405;"1,599"; ; 
"=""08:30""";906;0;53;960;53;906;792;"1,751"; ; 
"=""08:45""";890;0;16;906;15;890;"1,126";"2,031"; ; 
"=""08:46"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""08:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";965;0;75;"1,040";75;965;"1,148";"2,188"; ; 
"=""09:15""";"1,028";0;46;"1,074";45;"1,028";"1,285";"2,358"; ; 
"=""09:30""";677;0;13;689;12;677;"1,852";"2,540"; ; 
"=""09:45""";602;0;77;679;76;602;"1,267";"1,945"; ; 
"=""09:51"""; ; ; ; ; ; ; ; ; ;660
"=""09:56"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""10:00""";"1,176";0;253;"1,429";250;"1,176";420;"1,845"; ; 
"=""10:01"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""10:06"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";791;0;78;869;229;791;"1,068";"2,088"; ; 
"=""10:21"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""10:26"""; ; ; ; ; ; ; ; ; ;"2,430"
"=""10:30""";763;0;150;913;252;763;846;"1,861"; ; 
"=""10:31"""; ; ; ; ; ; ; ; ; ;900
"=""10:36"""; ; ; ; ; ; ; ; ; ;"1,020"
"=""10:41"""; ; ; ; ; ; ; ; ; ;660
"=""10:45""";703;0;165;868;324;703;820;"1,847"; ; 
"=""10:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:56"""; ; ; ; ; ; ; ; ; ;30
"=""11:00""";758;0;106;864;137;758;275;"1,170"; ; 
"=""11:01"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:06"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""11:11"""; ; ; ; ; ; ; ; ; ;"1,860"
