 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"1,710";;0;;0;; ; 
"=""00:30"""; ;0;"1,791";;0;;2;; ; 
"=""00:45"""; ;0;"1,731";;0;;2;; ; 
"=""01:00"""; ;2;"1,420";;0;;0;; ; 
"=""01:15"""; ;1;"1,881";;0;;0;; ; 
"=""01:30"""; ;0;"1,398";;0;;1;; ; 
"=""01:45"""; ;1;"1,722";;0;;0;; ; 
"=""02:00"""; ;0;"1,277";;0;;2;; ; 
"=""02:15"""; ;0;"1,665";;0;;3;; ; 
"=""02:30"""; ;0;"1,510";;0;;0;; ; 
"=""02:45"""; ;0;"1,470";;0;;1;; ; 
"=""03:00"""; ;0;"1,379";;0;;0;; ; 
"=""03:15"""; ;0;"1,331";;0;;1;; ; 
"=""03:30"""; ;0;"1,407";;0;;1;; ; 
"=""03:45"""; ;1;"1,383";;0;;0;; ; 
"=""04:00"""; ;0;"1,348";;0;;1;; ; 
"=""04:15"""; ;1;"1,217";;0;;0;; ; 
"=""04:30"""; ;0;"1,330";;0;;1;; ; 
"=""04:45"""; ;0;"1,377";;0;;2;; ; 
"=""05:00""";0;0;"1,971";"1,969";0;0;2;; ; 
"=""05:15""";0;1;"2,275";"2,277";0;0;0;; ; 
"=""05:30""";0;0;"2,141";"2,141";0;0;0;; ; 
"=""05:45""";0;0;"2,409";"2,406";0;0;3;; ; 
"=""06:00""";0;0;"1,579";"1,580";0;0;0;; ; 
"=""06:15""";0;0;"1,236";"1,236";0;0;0;0; ; 
"=""06:30""";24;0;"2,258";"2,282";0;24;1;25; ; 
"=""06:45""";146;1;"1,463";"1,609";0;146;0;146; ; 
"=""07:00""";97;0;"1,246";"1,342";0;97;1;98; ; 
"=""07:15""";179;0;"1,211";"1,390";0;179;2;180; ; 
"=""07:30""";149;1;"1,194";"1,343";0;149;0;149; ; 
"=""07:45""";318;0;"1,105";"1,423";0;318;1;319; ; 
"=""07:48"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""07:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:00""";"1,089";0;326;"1,415";24;"1,089";205;"1,318"; ; 
"=""08:13"""; ; ; ; ; ; ; ; ; ;"2,880"
