 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"2,488";;0;;0;; ; 
"=""00:30"""; ;0;"2,203";;0;;2;; ; 
"=""00:45"""; ;0;"2,270";;0;;1;; ; 
"=""01:00"""; ;0;"2,376";;0;;0;; ; 
"=""01:15"""; ;0;"1,714";;0;;0;; ; 
"=""01:30"""; ;0;"1,967";;0;;1;; ; 
"=""01:45"""; ;0;"2,238";;0;;0;; ; 
"=""02:00"""; ;1;"2,324";;0;;0;; ; 
"=""02:15"""; ;0;"1,879";;0;;0;; ; 
"=""02:30"""; ;0;"2,108";;0;;2;; ; 
"=""02:45"""; ;1;"2,252";;0;;0;; ; 
"=""03:00"""; ;0;"1,561";;0;;3;; ; 
"=""03:15"""; ;0;"2,076";;0;;1;; ; 
"=""03:30"""; ;0;"1,709";;0;;0;; ; 
"=""03:45"""; ;0;"1,386";;0;;1;; ; 
"=""04:00"""; ;0;"1,859";;0;;1;; ; 
"=""04:15"""; ;1;"1,305";;0;;0;; ; 
"=""04:30"""; ;0;"1,397";;0;;0;; ; 
"=""04:45"""; ;0;"1,645";;0;;2;; ; 
"=""05:00"""; ;0;"2,404";;0;;0;; ; 
"=""05:15"""; ;0;"2,325";;0;;1;; ; 
"=""05:30""";0;1;"2,061";"2,062";0;0;0;; ; 
"=""05:45""";0;0;"1,936";"1,935";0;0;0;; ; 
"=""06:00""";0;1;"1,112";"1,113";0;0;0;; ; 
"=""06:15""";2;1;"1,198";"1,201";0;2;0;2; ; 
"=""06:30""";55;0;"1,582";"1,637";0;55;2;57; ; 
"=""06:45""";134;1;"1,288";"1,423";0;134;0;134; ; 
"=""07:00""";242;1;829;"1,071";0;242;0;242; ; 
"=""07:15""";330;0;748;"1,078";0;330;0;330; ; 
"=""07:30""";452;1;610;"1,062";0;452;0;452; ; 
"=""07:45""";582;3;"1,374";"1,959";0;582;0;582; ; 
"=""08:00""";652;0;"1,131";"1,784";2;652;2;656; ; 
"=""08:15""";772;4;562;"1,338";15;772;0;786; ; 
"=""08:30""";825;0;678;"1,503";8;825;2;835; ; 
"=""08:45""";867;0;445;"1,312";21;867;21;909; ; 
"=""09:00""";900;0;12;912;11;900;75;985; ; 
"=""09:15""";913;0;800;"1,713";23;913;5;941; ; 
"=""09:30""";"1,020";0;173;"1,193";34;"1,020";31;"1,084"; ; 
"=""09:35"""; ; ; ; ; ; ; ; ; ;"2,220"
"=""09:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";"1,108";0;712;"1,820";111;"1,108";191;"1,409"; ; 
"=""09:45"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""09:50"""; ; ; ; ; ; ; ; ; ;0
"=""09:55"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""10:00""";"1,111";0;653;"1,764";107;"1,111";231;"1,449"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:05"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,030";0;463;"1,493";75;"1,030";267;"1,372"; ; 
"=""10:30""";"1,017";0;415;"1,432";89;"1,017";306;"1,411"; ; 
"=""10:40"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""10:45""";"1,208";0;962;"2,169";98;"1,208";280;"1,585"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";879;0;221;"1,100";98;879;707;"1,683"; ; 
"=""11:15""";863;0;43;906;26;863;610;"1,499"; ; 
"=""11:30""";805;0;11;816;9;805;655;"1,469"; ; 
"=""11:45""";922;0;22;944;22;922;593;"1,536"; ; 
"=""12:00""";815;0;23;838;20;815;598;"1,433"; ; 
"=""12:15""";862;0;34;896;32;862;334;"1,228"; ; 
"=""12:30""";853;0;17;871;12;853;517;"1,383"; ; 
"=""12:45""";"1,190";999;19;"2,208";16;"1,190";0;"1,206"; ; 
"=""13:00""";"1,961";"1,071";26;"3,058";25;"1,961";0;"1,986"; ; 
"=""13:15""";"1,997";500;357;"2,854";15;"1,997";0;"2,012"; ; 
"=""13:30""";"1,897";0;969;"2,866";12;"1,897";35;"1,944"; ; 
"=""13:45""";"1,799";0;858;"2,656";0;"1,799";1;"1,799"; ; 
"=""14:00""";"1,636";0;892;"2,529";3;"1,636";3;"1,643"; ; 
"=""14:15""";"1,786";0;405;"2,191";15;"1,786";83;"1,884"; ; 
"=""14:30""";"2,229";18;759;"3,006";11;"2,229";0;"2,240"; ; 
"=""14:45""";"1,533";0;"1,035";"2,568";0;"1,533";0;"1,533"; ; 
"=""15:00""";"1,423";0;970;"2,393";12;"1,423";82;"1,517"; ; 
"=""15:15""";"1,948";0;"1,310";"3,257";8;"1,948";17;"1,972"; ; 
"=""15:30""";"1,439";0;"1,928";"3,368";0;"1,439";1;"1,440"; ; 
"=""15:31"""; ; ; ; ; ; ; ; ; ;"1,260"
"=""15:36"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:45""";"1,001";0;303;"1,304";72;"1,001";506;"1,579"; ; 
"=""16:00""";883;0;34;917;33;883;303;"1,219"; ; 
"=""16:15""";886;0;30;917;27;886;285;"1,198"; ; 
"=""16:30""";845;0;22;867;21;845;303;"1,169"; ; 
"=""16:41"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""16:45""";673;179;25;876;28;673;0;700; ; 
"=""16:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""17:00""";708;116;41;865;37;708;0;745; ; 
"=""17:15""";147;637;"1,036";"1,820";30;147;0;177; ; 
"=""17:30""";224;0;"1,814";"2,037";0;224;0;224; ; 
"=""17:45""";148;1;"2,367";"2,516";0;148;0;148; ; 
"=""18:00""";213;0;"2,581";"2,793";0;213;1;214; ; 
"=""18:15""";166;0;"2,746";"2,912";0;166;3;169; ; 
"=""18:30""";125;1;"2,280";"2,406";0;125;0;125; ; 
"=""18:45""";15;0;"3,263";"3,279";0;15;1;16; ; 
"=""19:00""";0;0;"3,416";"3,417";0;0;0;; ; 
"=""19:15""";0;0;"3,077";"3,076";0;0;1;; ; 
"=""19:30""";0;0;"3,118";"2,833";0;0;1;; ; 
"=""19:45""";0;0;"3,028";"3,027";0;0;1;; ; 
"=""20:00""";0;0;"4,486";"3,901";0;0;2;; ; 
"=""20:15"""; ;1;"3,201";;0;;0;; ; 
"=""20:30"""; ;0;"2,656";;0;;0;; ; 
"=""20:45"""; ;1;"2,468";;0;;0;; ; 
"=""21:00"""; ;0;"2,853";;0;;1;; ; 
"=""21:15"""; ;1;"2,770";;0;;0;; ; 
"=""21:30"""; ;0;"2,159";;0;;2;; ; 
"=""21:45"""; ;0;"2,537";;0;;0;; ; 
"=""22:00"""; ;2;"2,231";;0;;0;; ; 
