 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,195";;0;;1;; ; 
"=""00:30"""; ;0;"2,360";;0;;0;; ; 
"=""00:45"""; ;0;"2,378";;0;;1;; ; 
"=""01:00"""; ;0;"1,873";;0;;1;; ; 
"=""01:15"""; ;1;"1,891";;0;;0;; ; 
"=""01:30"""; ;0;"2,150";;0;;3;; ; 
"=""01:45"""; ;0;"1,917";;0;;0;; ; 
"=""02:00"""; ;0;"1,857";;0;;0;; ; 
"=""02:15"""; ;1;"1,796";;0;;0;; ; 
"=""02:30"""; ;0;"1,525";;0;;1;; ; 
"=""02:45"""; ;1;"1,386";;0;;0;; ; 
"=""03:00"""; ;0;"1,793";;0;;1;; ; 
"=""03:15"""; ;1;"1,688";;0;;0;; ; 
"=""03:30"""; ;1;"1,442";;0;;0;; ; 
"=""03:45"""; ;0;"1,933";;0;;2;; ; 
"=""04:00"""; ;0;"1,561";;0;;1;; ; 
"=""04:15"""; ;0;"1,029";;0;;1;; ; 
"=""04:30"""; ;0;"1,451";;0;;2;; ; 
"=""04:45"""; ;1;"1,573";;0;;0;; ; 
"=""05:00"""; ;0;"1,808";;0;;1;; ; 
"=""05:15"""; ;0;"1,951";;0;;0;; ; 
"=""05:30"""; ;1;"3,037";;0;;0;; ; 
"=""05:45""";0;0;"2,311";"2,309";0;0;2;; ; 
"=""06:00""";0;0;"1,457";"1,456";0;0;0;; ; 
"=""06:15""";0;0;"1,145";"1,145";0;0;0;; ; 
"=""06:30""";0;0;"2,693";"2,692";0;0;1;0; ; 
"=""06:45""";49;0;"1,230";"1,279";0;49;0;49; ; 
"=""07:00""";177;2;815;994;0;177;0;177; ; 
"=""07:15""";293;0;751;"1,045";0;293;1;294; ; 
"=""07:30""";421;0;521;942;0;421;0;421; ; 
"=""07:45""";598;0;190;788;0;598;1;599; ; 
"=""08:00""";582;6;169;757;0;582;0;582; ; 
"=""08:15""";591;0;158;749;0;591;1;592; ; 
"=""08:22"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""08:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:30""";666;0;472;"1,138";21;666;126;813; ; 
"=""08:45""";881;0;67;948;63;881;705;"1,648"; ; 
"=""09:00""";"1,016";0;593;"1,609";22;"1,016";844;"1,882"; ; 
"=""09:07"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""09:12"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";"1,435";0;"1,147";"2,582";107;"1,435";28;"1,570"; ; 
"=""09:30""";"1,188";0;667;"1,855";178;"1,188";144;"1,509"; ; 
"=""09:32"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""09:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:42"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""09:45""";"1,284";1;408;"1,692";246;"1,284";0;"1,530"; ; 
"=""09:47"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""09:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";849;0;259;"1,108";147;849;453;"1,448"; ; 
"=""10:15""";614;0;17;631;14;614;722;"1,350"; ; 
"=""10:22"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:27"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,205";67;115;"1,387";112;"1,205";0;"1,317"; ; 
"=""10:42"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""10:45""";"1,147";0;184;"1,330";178;"1,147";14;"1,338"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";946;622;265;"1,833";265;946;0;"1,211"; ; 
"=""11:15""";"1,338";0;267;"1,605";128;"1,338";64;"1,530"; ; 
"=""11:30""";"1,012";0;26;"1,038";23;"1,012";344;"1,380"; ; 
"=""11:45""";973;0;17;990;16;973;448;"1,437"; ; 
"=""12:00""";895;0;11;906;9;895;440;"1,343"; ; 
"=""12:15""";911;0;17;928;19;911;573;"1,503"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""12:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";849;0;19;868;53;849;"1,634";"2,536"; ; 
"=""12:45""";"1,554";549;39;"2,142";27;"1,554";0;"1,581"; ; 
"=""12:57"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""13:00""";"1,498";"1,499";88;"3,085";15;"1,498";0;"1,513"; ; 
"=""13:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";970;718;"1,003";"2,691";27;970;0;997; ; 
"=""13:30""";"1,588";0;844;"2,432";18;"1,588";0;"1,606"; ; 
"=""13:45""";"1,412";0;949;"2,361";17;"1,412";109;"1,538"; ; 
"=""14:00""";"1,900";37;746;"2,684";9;"1,900";0;"1,909"; ; 
"=""14:15""";"1,154";0;"1,196";"2,350";6;"1,154";7;"1,166"; ; 
"=""14:30""";791;0;"1,494";"2,285";5;791;68;864; ; 
"=""14:45""";"1,448";17;932;"2,397";8;"1,448";0;"1,456"; ; 
