 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""15:00""";"1,229";0;779;"2,008";21;"1,229";64;"1,313"; ; 
"=""15:15""";"1,174";17;979;"2,170";0;"1,174";0;"1,174"; ; 
"=""15:17"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""15:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""15:30""";967;0;692;"1,659";24;967;190;"1,181"; ; 
"=""15:45""";611;61;309;981;11;611;0;622; ; 
"=""16:00""";893;0;70;963;8;893;12;913; ; 
"=""16:15""";899;0;357;"1,256";11;899;25;935; ; 
"=""16:30""";847;2;157;"1,005";1;847;0;847; ; 
"=""16:45""";606;0;322;928;0;606;0;606; ; 
"=""17:00""";389;0;466;855;0;389;2;391; ; 
"=""17:15""";252;1;"1,750";"2,002";0;252;0;252; ; 
"=""17:30""";174;1;"1,641";"1,816";0;174;0;174; ; 
"=""17:45""";222;0;"1,398";"1,620";0;222;1;222; ; 
"=""18:00""";206;0;"1,255";"1,461";0;206;0;206; ; 
"=""18:15""";134;0;"2,879";"3,013";0;134;2;136; ; 
"=""18:30""";57;0;"2,211";"2,268";0;57;0;57; ; 
"=""18:45""";7;0;"2,053";"2,060";0;7;0;7; ; 
"=""19:00""";0;0;"2,862";"2,862";0;0;0;; ; 
"=""19:15""";0;0;"2,860";"2,860";0;0;0;; ; 
"=""19:30""";0;0;"3,129";"3,129";0;0;0;; ; 
"=""19:45""";0;0;"2,321";"2,321";0;0;0;; ; 
"=""20:00""";0;0;"3,213";"2,974";0;0;0;; ; 
"=""20:15""";0;0;"4,373";"4,373";0;0;0;; ; 
"=""20:30""";0;0;"3,264";"3,252";0;0;0;; ; 
"=""20:45"""; ;0;"2,964";;0;;0;; ; 
"=""21:00"""; ;0;"2,616";;0;;0;; ; 
"=""21:15"""; ;0;"2,643";;0;;0;; ; 
"=""21:30"""; ;0;"2,642";;0;;0;; ; 
"=""21:45"""; ;0;"2,274";;0;;0;; ; 
"=""22:00"""; ;0;"2,502";;0;;0;; ; 
"=""22:15"""; ;0;"2,974";;0;;0;; ; 
"=""22:30"""; ;0;"3,543";;0;;0;; ; 
"=""22:45"""; ;0;"3,079";;0;;0;; ; 
"=""23:00"""; ;0;"3,747";;0;;0;; ; 
"=""23:15"""; ;0;"3,232";;0;;0;; ; 
"=""23:30"""; ;0;"2,546";;0;;0;; ; 
"=""23:45"""; ;0;"2,233";;0;;0;; ; 
"=""00:00"""; ;0;"2,187";;0;;0;;300;"3,000"
