 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,910";;0;;193;; ; 
"=""00:30"""; ;0;"2,384";;0;;181;; ; 
"=""00:45"""; ;0;"2,844";;0;;170;; ; 
"=""01:00"""; ;0;"2,556";;0;;161;; ; 
"=""01:15"""; ;"1,286";509;;23;;0;; ; 
"=""01:30"""; ;"2,545";34;;35;;0;; ; 
"=""01:41"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""01:45"""; ;"2,249";42;;34;;0;; ; 
"=""01:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""02:00"""; ;"1,977";49;;50;;0;; ; 
"=""02:15"""; ;"2,155";119;;38;;0;; ; 
"=""02:30"""; ;"1,078";"1,156";;56;;0;; ; 
"=""02:45"""; ;"1,013";623;;33;;0;; ; 
"=""03:00"""; ;819;"1,241";;40;;0;; ; 
"=""03:15"""; ;150;"1,868";;6;;0;; ; 
"=""03:30"""; ;0;"1,971";;0;;2;; ; 
"=""03:45"""; ;0;"1,572";;0;;1;; ; 
"=""04:00"""; ;1;"1,769";;0;;0;; ; 
"=""04:15"""; ;0;"1,946";;0;;1;; ; 
"=""04:30"""; ;0;"2,017";;0;;0;; ; 
"=""04:45"""; ;2;"1,687";;0;;0;; ; 
"=""05:00"""; ;0;"1,708";;0;;1;; ; 
"=""05:15"""; ;0;"2,834";;0;;1;; ; 
"=""05:30"""; ;0;"3,498";;0;;1;; ; 
"=""05:45""";0;1;"1,653";"1,654";0;0;0;; ; 
"=""06:00""";0;0;"1,390";"1,390";0;0;0;; ; 
"=""06:15""";0;0;"1,385";"1,384";0;0;1;; ; 
"=""06:30""";0;0;"2,061";"2,059";0;0;2;0; ; 
"=""06:45""";3;0;"2,250";"2,254";0;3;1;4; ; 
"=""07:00""";47;1;"1,229";"1,276";0;47;0;47; ; 
"=""07:15""";77;0;"1,184";"1,261";0;77;0;77; ; 
"=""07:30""";114;0;"1,118";"1,232";0;114;1;115; ; 
"=""07:45""";97;1;901;999;0;97;0;97; ; 
"=""08:00""";91;1;"1,005";"1,097";0;91;0;91; ; 
"=""08:15""";101;1;971;"1,073";0;101;0;101; ; 
"=""08:30""";92;0;"1,011";"1,103";0;92;0;92; ; 
"=""08:45""";249;0;847;"1,096";0;249;1;250; ; 
"=""09:00""";440;0;"1,034";"1,474";0;440;1;441; ; 
"=""09:15""";534;0;781;"1,315";0;534;0;534; ; 
"=""09:30""";550;0;247;797;0;550;0;550; ; 
"=""09:45""";585;0;186;771;0;585;0;585; ; 
"=""10:00""";711;0;578;"1,289";17;711;4;732; ; 
"=""10:15""";790;0;48;839;48;790;138;977; ; 
"=""10:30""";754;0;536;"1,290";17;754;59;830; ; 
"=""10:45""";747;0;173;920;12;747;22;780; ; 
"=""11:00""";"1,019";0;81;"1,100";58;"1,019";87;"1,163"; ; 
"=""11:11"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""11:15""";893;0;47;939;46;893;316;"1,255"; ; 
"=""11:16"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";841;0;71;912;74;841;656;"1,571"; ; 
"=""11:45""";846;0;22;868;21;846;956;"1,822"; ; 
"=""12:00""";808;0;27;835;25;808;"1,071";"1,904"; ; 
"=""12:15""";816;0;18;835;18;816;"1,460";"2,294"; ; 
"=""12:30""";870;0;16;885;14;870;"1,287";"2,171"; ; 
"=""12:45""";758;0;15;773;14;758;965;"1,737"; ; 
"=""12:46"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""12:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:56"""; ; ; ; ; ; ; ; ; ;0
"=""13:00""";"1,086";521;208;"1,815";202;"1,086";0;"1,288"; ; 
"=""13:01"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:06"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""13:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";904;785;231;"1,920";224;904;0;"1,128"; ; 
