 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"2,191";;0;;0;; ; 
"=""00:30"""; ;0;"2,535";;0;;1;; ; 
"=""00:45"""; ;0;"2,647";;0;;3;; ; 
"=""01:00"""; ;1;"2,098";;0;;0;; ; 
"=""01:15"""; ;0;"2,405";;0;;1;; ; 
"=""01:30"""; ;0;"1,963";;0;;0;; ; 
"=""01:45"""; ;0;"1,853";;0;;1;; ; 
"=""02:00"""; ;0;"1,442";;0;;1;; ; 
"=""02:15"""; ;2;"1,867";;0;;0;; ; 
"=""02:30"""; ;1;"1,696";;0;;0;; ; 
"=""02:45"""; ;0;"1,831";;0;;0;; ; 
"=""03:00"""; ;0;"1,821";;0;;1;; ; 
"=""03:15"""; ;0;"1,726";;0;;0;; ; 
"=""03:30"""; ;1;"1,804";;0;;0;; ; 
"=""03:45"""; ;0;"1,573";;0;;0;; ; 
"=""04:00"""; ;0;"1,534";;0;;1;; ; 
"=""04:15"""; ;1;"1,515";;0;;0;; ; 
"=""04:30"""; ;0;"1,772";;0;;1;; ; 
"=""04:45"""; ;0;"1,609";;0;;1;; ; 
"=""05:00"""; ;0;"1,688";;0;;1;; ; 
"=""05:15"""; ;0;"1,494";;0;;0;; ; 
"=""05:30""";0;0;"2,478";"2,475";0;0;3;; ; 
"=""05:45""";0;0;"2,355";"2,354";0;0;0;; ; 
"=""06:00""";0;0;"1,498";"1,498";0;0;1;; ; 
"=""06:15""";0;0;"1,484";"1,482";0;0;2;0; ; 
"=""06:30""";7;0;"1,478";"1,485";0;7;1;8; ; 
"=""06:45""";53;0;"1,672";"1,725";0;53;1;54; ; 
"=""07:00""";118;0;"1,494";"1,612";0;118;3;120; ; 
"=""07:15""";208;1;"2,036";"2,245";0;208;0;208; ; 
"=""07:30""";371;0;"2,148";"2,519";0;371;1;371; ; 
"=""07:45""";483;0;"1,654";"2,137";0;483;1;484; ; 
"=""08:00""";562;0;"1,018";"1,579";0;562;2;563; ; 
"=""08:15""";556;0;757;"1,312";0;556;0;556; ; 
"=""08:30""";588;0;666;"1,253";0;588;3;590; ; 
"=""08:45""";679;0;267;946;0;679;1;680; ; 
"=""09:00""";762;0;110;872;0;762;2;764; ; 
"=""09:15""";993;4;986;"1,983";0;993;0;993; ; 
"=""09:30""";"1,144";0;"1,196";"2,340";24;"1,144";60;"1,228"; ; 
"=""09:45""";"1,287";0;208;"1,495";29;"1,287";232;"1,549"; ; 
"=""10:00""";"1,086";0;29;"1,115";29;"1,086";"1,081";"2,195"; ; 
"=""10:15""";"1,474";0;54;"1,528";26;"1,474";521;"2,021"; ; 
"=""10:30""";"1,201";0;69;"1,271";50;"1,201";554;"1,806"; ; 
"=""10:45""";"1,263";0;45;"1,308";43;"1,263";"1,316";"2,622"; ; 
"=""11:00""";"1,262";0;24;"1,286";17;"1,262";"1,087";"2,365"; ; 
"=""11:15""";"1,254";0;28;"1,282";27;"1,254";"1,020";"2,300"; ; 
"=""11:23"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""11:28"""; ; ; ; ; ; ; ; ; ;960
"=""11:30""";"1,468";0;213;"1,681";211;"1,468";945;"2,624"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:38"""; ; ; ; ; ; ; ; ; ;330
"=""11:43"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,642";0;286;"1,928";279;"1,642";"1,027";"2,947"; ; 
"=""11:53"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""11:58"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"1,645";0;68;"1,713";70;"1,645";"1,744";"3,459"; ; 
"=""12:15""";"1,817";0;115;"1,932";112;"1,817";"1,114";"3,044"; ; 
"=""12:30""";"1,867";0;42;"1,909";33;"1,867";138;"2,037"; ; 
"=""12:45""";"1,362";269;45;"1,676";42;"1,362";0;"1,404"; ; 
"=""13:00""";"1,323";209;48;"1,580";44;"1,323";0;"1,367"; ; 
"=""13:13"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""13:15""";"1,389";"2,013";38;"3,440";21;"1,389";0;"1,410"; ; 
"=""13:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:30""";"1,496";"1,999";"1,485";"4,980";54;"1,496";0;"1,550"; ; 
"=""13:45""";"1,660";927;"2,147";"4,735";26;"1,660";0;"1,686"; ; 
"=""14:00""";"1,451";935;"2,641";"5,027";15;"1,451";0;"1,466"; ; 
"=""14:15""";"1,495";1;"3,106";"4,602";0;"1,495";0;"1,495"; ; 
"=""14:30""";"1,940";0;"2,485";"4,424";0;"1,940";2;"1,942"; ; 
"=""14:45""";"1,736";1;"3,477";"5,214";0;"1,736";0;"1,736"; ; 
"=""15:00""";"1,849";0;"2,908";"4,757";0;"1,849";1;"1,850"; ; 
"=""15:15""";"2,003";1;"2,189";"4,192";0;"2,003";0;"2,003"; ; 
"=""15:30""";"1,423";0;"1,588";"3,011";8;"1,423";1;"1,433"; ; 
"=""15:45""";"1,317";0;"1,570";"2,887";0;"1,317";2;"1,319"; ; 
"=""16:00""";993;0;"1,472";"2,465";0;993;1;994; ; 
"=""16:15""";944;0;"1,118";"2,062";23;944;8;975; ; 
