 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,706";;0;;3;; ; 
"=""00:30"""; ;1;"1,812";;0;;0;; ; 
"=""00:45"""; ;0;"2,194";;0;;1;; ; 
"=""01:00"""; ;1;"2,216";;0;;0;; ; 
"=""01:15"""; ;0;"1,967";;0;;2;; ; 
"=""01:30"""; ;0;"1,791";;0;;3;; ; 
"=""01:45"""; ;0;"2,122";;0;;1;; ; 
"=""02:00"""; ;0;"1,996";;0;;3;; ; 
"=""02:15"""; ;1;"1,232";;0;;0;; ; 
"=""02:30"""; ;0;"1,887";;0;;2;; ; 
"=""02:45"""; ;0;"1,382";;0;;3;; ; 
"=""03:00"""; ;1;"1,229";;0;;0;; ; 
"=""03:15"""; ;1;"1,958";;0;;0;; ; 
"=""03:30"""; ;0;"1,340";;0;;0;; ; 
"=""03:45"""; ;0;"1,450";;0;;1;; ; 
"=""04:00"""; ;0;"1,487";;0;;1;; ; 
"=""04:15"""; ;0;"2,051";;0;;1;; ; 
"=""04:30"""; ;1;"1,757";;0;;0;; ; 
"=""04:45"""; ;0;"1,515";;0;;2;; ; 
"=""05:00"""; ;0;"1,589";;0;;0;; ; 
"=""05:15"""; ;0;"1,270";;0;;2;; ; 
"=""05:30"""; ;0;"1,491";;0;;1;; ; 
"=""05:45""";0;0;"1,134";"1,134";0;0;0;; ; 
"=""06:00""";0;1;"1,357";"1,358";0;0;0;; ; 
"=""06:15""";0;0;"1,476";"1,474";0;0;2;0; ; 
"=""06:30""";12;1;"1,556";"1,569";0;12;0;12; ; 
"=""06:45""";117;0;"1,163";"1,280";0;117;0;117; ; 
"=""07:00""";307;0;"1,297";"1,604";0;307;2;309; ; 
"=""07:15""";669;1;568;"1,238";0;669;0;669; ; 
"=""07:30""";747;0;633;"1,380";1;747;0;748; ; 
"=""07:45""";847;0;644;"1,491";28;847;33;908; ; 
"=""08:00""";951;0;536;"1,487";16;951;52;"1,019"; ; 
"=""08:15""";796;0;504;"1,300";8;796;20;824; ; 
"=""08:30""";858;0;195;"1,053";12;858;127;996; ; 
"=""08:45""";"1,153";0;395;"1,548";26;"1,153";219;"1,398"; ; 
"=""09:00""";"1,081";0;102;"1,183";100;"1,081";"1,164";"2,345"; ; 
"=""09:15""";"1,513";0;591;"2,104";71;"1,513";576;"2,160"; ; 
"=""09:30""";954;0;148;"1,102";46;954;834;"1,834"; ; 
"=""09:45""";835;0;87;922;82;835;848;"1,764"; ; 
"=""10:00""";954;0;68;"1,022";73;954;585;"1,612"; ; 
"=""10:15""";665;0;62;727;54;665;711;"1,430"; ; 
"=""10:30""";618;0;127;745;131;618;947;"1,696"; ; 
"=""10:45""";769;0;48;817;44;769;756;"1,569"; ; 
"=""11:00""";584;0;184;768;202;584;"1,329";"2,115"; ; 
"=""11:15""";792;0;12;804;11;792;171;974; ; 
"=""11:30""";807;0;24;831;24;807;887;"1,717"; ; 
"=""11:45""";"1,443";0;145;"1,588";155;"1,443";502;"2,100"; ; 
"=""11:57"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""12:00""";858;0;24;882;68;858;"1,117";"2,043"; ; 
"=""12:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,415";0;156;"1,572";222;"1,415";466;"2,104"; ; 
"=""12:30""";"1,215";"1,677";59;"2,950";43;"1,215";0;"1,258"; ; 
"=""12:45""";793;"2,297";811;"3,900";35;793;0;828; ; 
"=""13:00""";"1,100";"1,130";"1,168";"3,398";50;"1,100";0;"1,150"; ; 
"=""13:15""";897;994;"1,446";"3,337";43;897;0;940; ; 
"=""13:30""";860;830;"1,454";"3,144";43;860;0;903; ; 
"=""13:45""";848;0;"2,148";"2,996";0;848;3;851; ; 
"=""14:00""";889;0;"2,123";"3,012";0;889;1;890; ; 
"=""14:15""";995;2;"2,140";"3,136";4;995;0;999; ; 
"=""14:30""";791;0;"2,118";"2,910";0;791;1;792; ; 
"=""14:45""";"1,236";1;"2,243";"3,480";2;"1,236";0;"1,238"; ; 
"=""15:00""";"1,158";4;"1,625";"2,787";10;"1,158";0;"1,167"; ; 
"=""15:15""";342;0;"2,856";"3,198";0;342;1;343; ; 
"=""15:30""";38;0;"2,488";"2,526";0;38;0;38; ; 
"=""15:45""";3;0;"1,907";"1,910";0;3;3;6; ; 
"=""16:00""";33;0;"1,621";"1,654";0;33;2;34; ; 
"=""16:15""";27;0;"1,474";"1,501";0;27;1;28; ; 
"=""16:30""";21;0;"1,191";"1,212";0;21;1;22; ; 
"=""16:45""";23;0;858;881;0;23;0;23; ; 
"=""17:00""";23;0;"1,465";"1,489";0;23;1;24; ; 
"=""17:15""";19;0;"2,248";"2,266";0;19;1;19; ; 
"=""17:30""";11;2;"2,322";"2,335";0;11;0;11; ; 
"=""17:45""";7;0;"2,298";"2,306";0;7;1;8; ; 
"=""18:00""";5;0;"1,995";"2,000";0;5;1;6; ; 
"=""18:15""";0;0;"1,530";"1,528";0;0;3;0; ; 
"=""18:30""";0;0;"2,183";"2,182";0;0;1;0; ; 
"=""18:45""";0;0;"2,119";"2,118";0;0;1;; ; 
"=""19:00""";0;1;"2,839";"2,840";0;0;0;; ; 
"=""19:15""";0;0;"2,511";"2,510";0;0;1;; ; 
"=""19:30""";0;0;"3,506";"3,063";0;0;1;; ; 
"=""19:45""";0;0;"3,069";"3,068";0;0;1;; ; 
"=""20:00""";0;0;"3,174";"4,102";0;0;2;; ; 
"=""20:15"""; ;0;"2,133";;0;;0;; ; 
"=""20:30"""; ;0;"2,183";;0;;2;; ; 
"=""20:45"""; ;0;"2,307";;0;;2;; ; 
"=""21:00"""; ;0;"2,118";;0;;0;; ; 
"=""21:15"""; ;0;"2,092";;0;;1;; ; 
"=""21:30"""; ;1;"1,994";;0;;0;; ; 
"=""21:45"""; ;0;"1,561";;0;;0;; ; 
"=""22:00"""; ;1;"2,060";;0;;0;; ; 
"=""22:15"""; ;0;"3,165";;0;;0;; ; 
"=""22:30"""; ;0;"2,711";;0;;1;; ; 
"=""22:45"""; ;0;"2,181";;0;;4;; ; 
"=""23:00"""; ;1;"2,190";;0;;0;; ; 
"=""23:15"""; ;0;"1,647";;0;;0;; ; 
"=""23:30"""; ;0;"2,368";;0;;2;; ; 
"=""23:45"""; ;1;"1,984";;0;;0;; ; 
