 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;1;"1,564";;0;;0;; ; 
"=""00:30"""; ;0;"1,643";;0;;1;; ; 
"=""00:45"""; ;1;"3,011";;0;;0;; ; 
"=""01:00"""; ;0;"2,609";;0;;0;; ; 
"=""01:15"""; ;0;"2,072";;0;;1;; ; 
"=""01:30"""; ;0;"2,207";;0;;2;; ; 
"=""01:45"""; ;2;"1,253";;0;;0;; ; 
"=""02:00"""; ;0;"2,197";;0;;2;; ; 
"=""02:15"""; ;0;"1,271";;0;;1;; ; 
"=""02:30"""; ;0;"1,467";;0;;2;; ; 
"=""02:45"""; ;0;"2,027";;0;;0;; ; 
"=""03:00"""; ;0;974;;0;;1;; ; 
"=""03:15"""; ;0;"1,246";;0;;1;; ; 
"=""03:30"""; ;1;"1,581";;0;;0;; ; 
"=""03:45"""; ;0;820;;0;;0;; ; 
"=""04:00"""; ;0;"1,391";;0;;1;; ; 
"=""04:15"""; ;2;921;;0;;0;; ; 
"=""04:30"""; ;0;871;;0;;3;; ; 
"=""04:45"""; ;0;"1,514";;0;;1;; ; 
"=""05:00"""; ;0;"1,647";;0;;2;; ; 
"=""05:15"""; ;0;"1,780";;0;;2;; ; 
"=""05:30"""; ;0;"2,247";;0;;0;; ; 
"=""05:45""";0;2;"1,079";"1,081";0;0;0;; ; 
"=""06:00""";0;0;"1,405";"1,406";0;0;0;; ; 
"=""06:15""";0;0;"1,050";"1,049";0;0;1;; ; 
"=""06:30""";0;0;"2,439";"2,438";0;0;1;0; ; 
"=""06:45""";44;1;"1,411";"1,456";0;44;0;44; ; 
"=""07:00""";119;1;869;989;0;119;0;119; ; 
"=""07:15""";175;0;"1,244";"1,419";0;175;1;176; ; 
"=""07:30""";239;1;"1,040";"1,280";0;239;0;239; ; 
"=""07:45""";273;1;834;"1,108";0;273;0;273; ; 
"=""08:00""";305;0;"1,007";"1,312";0;305;0;305; ; 
"=""08:15""";381;0;564;945;0;381;1;382; ; 
"=""08:30""";538;0;522;"1,060";0;538;2;540; ; 
"=""08:45""";732;4;236;972;12;732;0;744; ; 
"=""09:00""";788;0;150;938;17;788;99;904; ; 
"=""09:15""";940;0;310;"1,250";18;940;102;"1,060"; ; 
"=""09:30""";"1,228";0;"1,204";"2,431";16;"1,228";68;"1,311"; ; 
"=""09:45""";"1,337";0;"1,919";"3,256";13;"1,337";13;"1,363"; ; 
"=""09:50"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""09:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,387";0;458;"1,845";38;"1,387";134;"1,558"; ; 
"=""10:15""";"1,496";0;643;"2,139";42;"1,496";66;"1,604"; ; 
"=""10:30""";"1,419";0;803;"2,221";20;"1,419";68;"1,507"; ; 
"=""10:30"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""10:35"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,783";0;645;"2,428";64;"1,783";132;"1,979"; ; 
"=""10:50"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""10:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";951;0;114;"1,065";50;951;756;"1,757"; ; 
"=""11:15""";"1,909";0;740;"2,649";33;"1,909";103;"2,045"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""11:20"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,356";0;327;"1,683";148;"1,356";511;"2,015"; ; 
"=""11:45""";"1,428";0;540;"1,969";112;"1,428";254;"1,794"; ; 
"=""12:00""";"1,648";0;"1,006";"2,654";63;"1,648";33;"1,743"; ; 
"=""12:15""";"1,060";0;740;"1,800";7;"1,060";27;"1,094"; ; 
"=""12:30""";958;0;868;"1,826";0;958;1;959; ; 
"=""12:45""";"1,012";0;489;"1,501";6;"1,012";14;"1,032"; ; 
"=""13:00""";820;0;"1,804";"2,624";0;820;1;821; ; 
"=""13:15""";843;0;"1,586";"2,429";0;843;1;844; ; 
"=""13:30""";"1,050";0;"1,391";"2,441";6;"1,050";21;"1,077"; ; 
"=""13:45""";"1,005";0;"1,519";"2,524";1;"1,005";1;"1,007"; ; 
"=""14:00""";"1,019";0;"1,830";"2,849";0;"1,019";1;"1,020"; ; 
"=""14:15""";"1,246";0;709;"1,955";12;"1,246";101;"1,359"; ; 
"=""14:30""";"1,613";0;979;"2,591";10;"1,613";10;"1,632"; ; 
"=""14:45""";"1,556";0;681;"2,237";36;"1,556";456;"2,048"; ; 
"=""15:00""";"1,996";311;141;"2,448";47;"1,996";0;"2,043"; ; 
"=""15:15""";"1,370";0;"1,367";"2,737";20;"1,370";38;"1,428"; ; 
"=""15:30""";560;0;"3,006";"3,565";0;560;1;561; ; 
"=""15:45""";504;2;844;"1,349";0;504;0;504; ; 
"=""16:00""";625;1;"1,339";"1,965";0;625;0;625; ; 
"=""16:15""";552;0;"1,131";"1,683";0;552;0;552; ; 
"=""16:30""";343;0;"1,083";"1,426";0;343;1;344; ; 
"=""16:45""";292;0;768;"1,061";0;292;0;292; ; 
"=""17:00""";314;2;"1,719";"2,035";0;314;0;314; ; 
"=""17:15""";344;0;"1,532";"1,876";0;344;2;346; ; 
"=""17:30""";493;1;"2,066";"2,560";0;493;0;493; ; 
"=""17:45""";258;2;"1,344";"1,604";0;258;0;258; ; 
"=""18:00""";38;0;"1,442";"1,480";0;38;1;39; ; 
"=""18:15""";2;0;"2,132";"2,134";0;2;0;2; ; 
"=""18:30""";0;0;"2,022";"2,019";0;0;2;0; ; 
"=""18:45""";0;0;"2,744";"2,744";0;0;0;; ; 
"=""19:00""";0;0;"1,495";"1,672";0;0;0;; ; 
"=""19:15""";0;0;"2,903";"2,903";0;0;0;; ; 
"=""19:30""";0;0;"3,702";"2,742";0;0;2;; ; 
"=""19:45"""; ;2;"3,364";;0;;0;; ; 
"=""20:00"""; ;0;"3,535";;0;;1;; ; 
"=""20:15"""; ;0;"4,675";;0;;2;; ; 
"=""20:30"""; ;0;"3,600";;0;;0;; ; 
"=""20:45"""; ;1;"2,936";;0;;0;; ; 
"=""21:00"""; ;0;"2,864";;0;;1;; ; 
"=""21:15"""; ;1;"3,132";;0;;0;; ; 
"=""21:30"""; ;0;"2,009";;0;;0;; ; 
"=""21:45"""; ;0;"2,451";;0;;0;; ; 
"=""22:00"""; ;0;"2,269";;0;;0;; ; 
"=""22:15"""; ;0;"1,808";;0;;0;; ; 
"=""22:30"""; ;2;"1,751";;0;;0;; ; 
"=""22:45"""; ;0;"2,112";;0;;1;; ; 
"=""23:00"""; ;0;"1,624";;0;;0;; ; 
"=""23:15"""; ;1;"1,445";;0;;0;; ; 
"=""23:30"""; ;2;"1,856";;0;;0;; ; 
"=""23:45"""; ;2;"1,772";;0;;0;; ; 
"=""00:00"""; ;1;"1,456";;0;;0;;300;"3,000"
