 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""07:15""";302;1;931;"1,234";0;302;0;302; ; 
"=""07:30""";242;1;783;"1,026";0;242;0;242; ; 
"=""07:45""";335;0;"1,441";"1,776";0;335;0;335; ; 
"=""08:00""";473;0;848;"1,321";0;473;0;473; ; 
"=""08:15""";886;0;746;"1,632";19;886;14;919; ; 
"=""08:30""";"1,094";0;114;"1,208";54;"1,094";100;"1,248"; ; 
"=""08:45""";"1,063";0;708;"1,771";33;"1,063";580;"1,675"; ; 
"=""09:00""";"1,094";0;302;"1,396";50;"1,094";560;"1,705"; ; 
"=""09:15""";"1,003";0;159;"1,162";72;"1,003";872;"1,947"; ; 
"=""09:30""";890;0;197;"1,087";32;890;774;"1,695"; ; 
"=""09:45""";809;0;48;857;31;809;790;"1,630"; ; 
"=""10:00""";913;0;97;"1,010";50;913;221;"1,184"; ; 
"=""10:08"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";838;0;63;901;64;838;"1,038";"1,940"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""10:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";848;0;90;937;86;848;441;"1,374"; ; 
"=""10:45""";701;0;71;772;82;701;954;"1,737"; ; 
"=""11:00""";668;0;21;689;19;668;"1,284";"1,971"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;720
"=""11:08"""; ; ; ; ; ; ; ; ; ;"2,250"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:15""";737;0;63;800;155;737;"1,432";"2,324"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";839;0;43;882;67;839;"1,150";"2,056"; ; 
"=""11:33"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""11:38"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""11:43"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""11:45""";948;0;59;"1,006";244;948;961;"2,152"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"1,710"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:58"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""12:00""";928;0;0;929;290;928;809;"2,028"; ; 
"=""12:03"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""12:08"""; ; ; ; ; ; ; ; ; ;450
"=""12:13"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""12:15""";729;0;105;834;295;729;647;"1,670"; ; 
"=""12:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:28"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""12:30""";"1,068";0;335;"1,403";132;"1,068";529;"1,729"; ; 
"=""12:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,533";0;524;"2,056";168;"1,533";448;"2,148"; ; 
"=""13:00""";"1,024";0;"1,903";"2,927";2;"1,024";389;"1,415"; ; 
"=""13:15""";736;0;"2,279";"3,015";0;736;339;"1,075"; ; 
"=""13:30""";528;0;"2,429";"2,957";0;528;307;835; ; 
"=""13:45""";382;0;"1,925";"2,307";0;382;280;662; ; 
"=""14:00""";89;0;"2,459";"2,548";0;89;255;344; ; 
"=""14:15""";648;0;"1,777";"2,425";0;648;235;883; ; 
"=""14:30""";"1,230";0;"1,101";"2,331";34;"1,230";218;"1,482"; ; 
"=""14:45""";704;0;"1,744";"2,447";17;704;199;919; ; 
"=""15:00""";761;0;"2,048";"2,809";0;761;188;949; ; 
"=""15:15""";386;0;"2,035";"2,422";0;386;176;562; ; 
"=""15:30""";520;0;"1,470";"1,990";17;520;164;701; ; 
"=""15:45""";560;0;711;"1,271";0;560;156;717; ; 
"=""16:00""";105;0;798;903;0;105;146;251; ; 
"=""16:15""";15;0;920;935;0;15;138;153; ; 
"=""16:30""";459;0;355;814;0;459;131;589; ; 
"=""16:45""";550;0;357;908;0;550;125;675; ; 
"=""17:00""";629;0;275;904;0;629;118;747; ; 
"=""17:15""";533;0;"2,619";"3,152";0;533;112;645; ; 
"=""17:30""";495;394;"1,839";"2,728";8;495;0;503; ; 
"=""17:45""";412;"1,711";26;"2,150";26;412;0;438; ; 
"=""18:00""";264;"1,826";22;"2,112";19;264;0;283; ; 
"=""18:15""";244;"1,905";31;"2,179";31;244;0;275; ; 
"=""18:30""";108;"2,175";62;"2,345";58;108;0;166; ; 
"=""18:45""";0;"1,908";475;"2,353";49;0;0;19; ; 
"=""19:00""";0;"1,129";"1,443";"2,527";45;0;0;; ; 
"=""19:15""";0;919;"1,756";"2,964";33;0;0;; ; 
"=""19:18"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""19:23"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""19:30""";0;792;"2,361";"3,127";27;0;0;; ; 
"=""19:45""";0;0;"2,924";"3,499";0;0;1;; ; 
"=""20:00"""; ;0;"3,479";;0;;0;; ; 
"=""20:15"""; ;2;"3,105";;0;;0;; ; 
"=""20:30"""; ;1;"2,677";;0;;0;; ; 
"=""20:45"""; ;0;"2,556";;0;;0;; ; 
"=""21:00"""; ;0;"3,173";;0;;0;; ; 
"=""21:15"""; ;0;"3,155";;0;;1;; ; 
"=""21:30"""; ;1;"2,759";;0;;0;; ; 
"=""21:45"""; ;0;"1,922";;0;;0;; ; 
"=""22:00"""; ;0;"2,448";;0;;0;; ; 
"=""22:15"""; ;0;"1,765";;0;;0;; ; 
"=""22:30"""; ;0;"2,064";;0;;0;; ; 
"=""22:45"""; ;0;"1,636";;0;;0;; ; 
"=""23:00"""; ;0;"1,796";;0;;0;; ; 
"=""23:15"""; ;0;"1,468";;0;;0;; ; 
"=""23:30"""; ;0;"1,904";;0;;0;; ; 
"=""23:45"""; ;0;"1,471";;0;;0;; ; 
"=""00:00"""; ;0;"1,584";;0;;0;;300;"3,000"
