 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"3,332";;0;;0;; ; 
"=""00:30"""; ;65;"3,286";;5;;0;; ; 
"=""00:45"""; ;47;"2,936";;0;;0;; ; 
"=""01:00"""; ;52;"3,152";;3;;0;; ; 
"=""01:15"""; ;0;"3,198";;0;;2;; ; 
"=""01:30"""; ;36;"2,625";;1;;0;; ; 
"=""01:45"""; ;1;"3,213";;0;;0;; ; 
"=""02:00"""; ;40;"2,810";;0;;0;; ; 
"=""02:15"""; ;33;"3,131";;0;;0;; ; 
"=""02:30"""; ;26;"2,581";;5;;0;; ; 
"=""02:45"""; ;68;"2,962";;0;;0;; ; 
"=""02:46"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""02:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""03:00"""; ;61;"2,252";;11;;0;; ; 
"=""03:15"""; ;54;"2,933";;0;;0;; ; 
"=""03:30"""; ;100;"2,456";;5;;0;; ; 
"=""03:45"""; ;40;"2,662";;0;;0;; ; 
"=""04:00"""; ;72;"2,424";;3;;0;; ; 
"=""04:11"""; ; ; ; ; ; ; ; ; ;420
"=""04:15"""; ;38;"2,545";;0;;0;; ; 
"=""04:16"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""04:30"""; ;57;"2,485";;12;;0;; ; 
"=""04:45"""; ;0;"5,174";;0;;"2,550";; ; 
"=""05:00"""; ;0;"4,976";;0;;"2,355";; ; 
"=""05:15"""; ;0;"3,825";;0;;"1,320";; ; 
"=""05:30""";0;0;"3,286";"2,551";0;0;735;; ; 
"=""05:45""";0;0;"3,513";"2,991";0;0;522;; ; 
"=""06:00""";0;"2,075";179;"2,221";33;0;0;; ; 
"=""06:15""";0;"1,300";"1,193";"2,446";47;0;0;0; ; 
"=""06:30""";66;62;"2,637";"2,765";0;66;0;66; ; 
"=""06:45""";157;2;"2,015";"2,174";0;157;0;157; ; 
"=""07:00""";325;0;"2,205";"2,530";0;325;1;326; ; 
"=""07:15""";488;2;"2,286";"2,776";0;488;0;488; ; 
"=""07:30""";403;0;"1,264";"1,667";0;403;2;405; ; 
"=""07:45""";461;0;673;"1,133";0;461;3;463; ; 
"=""08:00""";427;0;627;"1,054";0;427;0;427; ; 
"=""08:15""";311;0;533;844;0;311;2;313; ; 
"=""08:30""";500;0;110;610;21;500;85;605; ; 
"=""08:45""";568;0;44;613;42;568;681;"1,292"; ; 
"=""08:46"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""08:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";613;0;46;659;42;613;438;"1,092"; ; 
"=""09:11"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""09:15""";648;0;31;678;55;648;"1,254";"1,956"; ; 
"=""09:16"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""09:21"""; ; ; ; ; ; ; ; ; ;"1,740"
"=""09:26"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";641;0;65;705;294;641;896;"1,830"; ; 
"=""09:45""";"1,173";695;122;"1,990";115;"1,173";0;"1,288"; ; 
"=""09:46"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""09:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,640";0;103;"1,743";109;"1,640";251;"2,001"; ; 
"=""10:01"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""10:06"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:15""";"1,407";113;116;"1,635";158;"1,407";0;"1,564"; ; 
"=""10:16"""; ; ; ; ; ; ; ; ; ;900
"=""10:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:26"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""10:30""";"1,533";0;184;"1,717";248;"1,533";393;"2,174"; ; 
"=""10:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,632";62;172;"1,866";190;"1,632";0;"1,822"; ; 
"=""11:00""";"1,695";254;101;"2,050";100;"1,695";0;"1,795"; ; 
"=""11:06"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""11:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,527";0;161;"1,688";175;"1,527";92;"1,794"; ; 
"=""11:30""";"1,446";329;103;"1,878";103;"1,446";0;"1,549"; ; 
"=""11:31"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""11:36"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:41"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""11:45""";"1,740";0;143;"1,882";186;"1,740";185;"2,110"; ; 
"=""11:46"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:56"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""12:00""";"1,556";0;144;"1,701";172;"1,556";323;"2,052"; ; 
"=""12:01"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""12:06"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""12:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:15""";"1,552";0;42;"1,593";212;"1,552";552;"2,315"; ; 
"=""12:16"""; ; ; ; ; ; ; ; ; ;"2,580"
"=""12:21"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:26"""; ; ; ; ; ; ; ; ; ;900
"=""12:30""";"2,219";0;141;"2,360";191;"2,219";74;"2,485"; ; 
"=""12:31"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"3,119";809;38;"3,966";39;"3,119";0;"3,158"; ; 
"=""13:00""";"2,509";857;"1,981";"5,347";71;"2,509";0;"2,580"; ; 
"=""13:15""";"2,421";50;"2,696";"5,167";0;"2,421";0;"2,421"; ; 
"=""13:30""";"2,759";50;"3,014";"5,822";0;"2,759";0;"2,759"; ; 
"=""13:31"""; ; ; ; ; ; ; ; ;300; 
"=""13:45"""; ;;;;;;;; ; 
"=""14:00""";"2,658";214;"2,785";"5,657";10;"2,658";0;"2,668"; ; 
"=""14:15""";"2,495";69;"2,593";"5,156";1;"2,495";0;"2,496"; ; 
"=""14:30""";"2,115";65;"2,527";"4,707";1;"2,115";0;"2,116"; ; 
"=""14:45""";"1,849";54;"2,942";"4,845";6;"1,849";0;"1,855"; ; 
