 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""14:30""";"1,110";0;551;"1,660";78;"1,110";233;"1,421"; ; 
"=""14:45""";"1,045";0;772;"1,817";5;"1,045";63;"1,113"; ; 
"=""15:00""";834;0;"1,011";"1,845";10;834;46;890; ; 
"=""15:15""";899;0;635;"1,534";10;899;97;"1,006"; ; 
"=""15:30""";826;0;476;"1,302";12;826;108;946; ; 
"=""15:45""";758;1;705;"1,464";0;758;0;758; ; 
"=""16:00""";750;0;624;"1,374";0;750;0;750; ; 
"=""16:15""";733;1;804;"1,537";0;733;0;733; ; 
"=""16:30""";725;0;"1,263";"1,988";0;725;1;725; ; 
"=""16:45""";703;0;"1,275";"1,978";0;703;0;703; ; 
"=""17:00""";523;2;"1,014";"1,539";0;523;0;523; ; 
"=""17:15""";562;0;"1,450";"2,013";0;562;1;563; ; 
"=""17:30""";429;0;"2,219";"2,648";0;429;0;429; ; 
"=""17:45""";318;0;"2,436";"2,754";0;318;0;318; ; 
"=""18:00""";233;2;"2,370";"2,604";0;233;0;233; ; 
"=""18:15""";152;0;"2,953";"3,106";0;152;2;154; ; 
"=""18:30""";67;0;"3,930";"3,997";0;67;0;67; ; 
"=""18:45""";6;0;"3,140";"3,146";0;6;1;6; ; 
"=""19:00""";0;0;"3,126";"3,125";0;0;1;; ; 
"=""19:15""";0;0;"5,252";"3,624";0;0;"1,628";; ; 
"=""19:30""";0;0;"5,642";"3,059";0;0;"2,583";; ; 
"=""19:45""";0;0;"5,990";"4,197";0;0;"1,737";; ; 
"=""20:00""";0;0;"4,992";"3,616";0;0;"1,376";; ; 
"=""20:15""";0;0;"5,582";"4,426";0;0;"1,109";; ; 
"=""20:30"""; ;0;"5,156";;0;;941;; ; 
"=""20:45"""; ;0;"5,157";;0;;820;; ; 
"=""21:00"""; ;0;"4,658";;0;;708;; ; 
"=""21:15"""; ;0;"5,115";;0;;648;; ; 
"=""21:30"""; ;0;"4,153";;0;;568;; ; 
"=""21:45"""; ;0;"3,706";;0;;506;; ; 
"=""22:00"""; ;0;"3,727";;0;;442;; ; 
"=""22:15"""; ;0;"3,781";;0;;404;; ; 
"=""22:30"""; ;0;"3,473";;0;;363;; ; 
"=""22:45"""; ;0;"2,962";;0;;328;; ; 
"=""23:00"""; ;0;"3,265";;0;;298;; ; 
"=""23:15"""; ;0;"3,529";;0;;268;; ; 
"=""23:30"""; ;0;"2,700";;0;;248;; ; 
"=""23:45"""; ;0;"2,808";;0;;227;; ; 
"=""00:00"""; ;0;"3,034";;0;;210;;300;"3,000"
