 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,902";;0;;0;; ; 
"=""00:30"""; ;0;"2,975";;0;;0;; ; 
"=""00:45"""; ;0;"2,965";;0;;0;; ; 
"=""01:00"""; ;0;"2,702";;0;;0;; ; 
"=""01:15"""; ;0;"3,023";;0;;0;; ; 
"=""01:30"""; ;0;"2,621";;0;;0;; ; 
"=""01:45"""; ;0;"2,637";;0;;0;; ; 
"=""02:00"""; ;0;"2,385";;0;;0;; ; 
"=""02:15"""; ;0;"2,288";;0;;0;; ; 
"=""02:30"""; ;0;"2,745";;0;;0;; ; 
"=""02:45"""; ;0;"1,772";;0;;0;; ; 
"=""03:00"""; ;0;"2,445";;0;;0;; ; 
"=""03:15"""; ;0;"2,416";;0;;0;; ; 
"=""03:30"""; ;0;"1,982";;0;;0;; ; 
"=""03:45"""; ;0;"2,218";;0;;0;; ; 
"=""04:00"""; ;0;"2,112";;0;;0;; ; 
"=""04:15"""; ;0;"1,808";;0;;0;; ; 
"=""04:30"""; ;0;"1,930";;0;;0;; ; 
"=""04:45"""; ;0;"2,074";;0;;0;; ; 
"=""05:00"""; ;0;"1,882";;0;;0;; ; 
"=""05:15"""; ;0;"2,528";;0;;0;; ; 
"=""05:30"""; ;0;"3,028";;0;;0;; ; 
"=""05:45""";0;0;"3,087";"3,087";0;0;0;; ; 
"=""06:00""";0;0;"1,750";"1,750";0;0;0;; ; 
"=""06:15""";0;0;"1,312";"1,312";0;0;0;0; ; 
"=""06:30""";10;0;"1,910";"1,920";0;10;0;10; ; 
"=""06:45""";73;0;"1,057";"1,130";0;73;0;73; ; 
"=""07:00""";132;0;925;"1,057";0;132;0;132; ; 
"=""07:15""";430;0;587;"1,017";0;430;0;430; ; 
"=""07:30""";730;0;284;"1,014";17;730;91;838; ; 
"=""07:45""";860;0;537;"1,397";27;860;112;999; ; 
"=""07:59"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""08:00""";791;0;33;824;34;791;515;"1,339"; ; 
"=""08:04"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:15""";894;0;91;985;91;894;538;"1,523"; ; 
"=""08:30""";994;0;44;"1,038";42;994;718;"1,754"; ; 
"=""08:39"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""08:44"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:45""";"1,113";0;93;"1,206";84;"1,113";675;"1,872"; ; 
"=""08:49"""; ; ; ; ; ; ; ; ; ;"2,700"
"=""08:54"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";"1,281";0;127;"1,408";134;"1,281";677;"2,091"; ; 
"=""09:04"""; ; ; ; ; ; ; ; ; ;0
"=""09:09"""; ; ; ; ; ; ; ; ; ;"2,520"
"=""09:14"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";"1,354";0;306;"1,660";314;"1,354";456;"2,123"; ; 
