 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,208";;0;;0;; ; 
"=""00:30"""; ;0;"1,643";;0;;0;; ; 
"=""00:45"""; ;0;"2,139";;0;;0;; ; 
"=""01:00"""; ;0;"1,649";;0;;0;; ; 
"=""01:15"""; ;0;"1,565";;0;;0;; ; 
"=""01:30"""; ;0;"1,785";;0;;0;; ; 
"=""01:45"""; ;0;"1,596";;0;;0;; ; 
"=""02:00"""; ;0;"1,808";;0;;0;; ; 
"=""02:15"""; ;0;"1,270";;0;;0;; ; 
"=""02:30"""; ;0;"1,720";;0;;0;; ; 
"=""02:45"""; ;0;"1,358";;0;;0;; ; 
"=""03:00"""; ;0;"1,421";;0;;0;; ; 
"=""03:15"""; ;0;"1,367";;0;;0;; ; 
"=""03:30"""; ;0;"1,502";;0;;0;; ; 
"=""03:45"""; ;0;"1,103";;0;;0;; ; 
"=""04:00"""; ;0;"1,656";;0;;0;; ; 
"=""04:15"""; ;0;"1,203";;0;;0;; ; 
"=""04:30"""; ;0;"1,276";;0;;0;; ; 
"=""04:45"""; ;0;"1,145";;0;;0;; ; 
"=""05:00"""; ;0;"1,671";;0;;0;; ; 
"=""05:15""";0;0;"3,530";"3,530";0;0;0;; ; 
"=""05:30""";0;0;"2,845";"2,845";0;0;0;; ; 
"=""05:45""";0;0;"1,974";"1,974";0;0;0;; ; 
"=""06:00""";0;0;"1,295";"1,295";0;0;0;0; ; 
"=""06:15""";0;0;"1,411";"1,411";0;0;0;0; ; 
"=""06:30""";64;0;"2,289";"2,353";0;64;0;64; ; 
"=""06:45""";111;0;"1,222";"1,333";0;111;0;111; ; 
"=""07:00""";170;0;847;"1,017";0;170;0;170; ; 
"=""07:15""";279;0;712;991;0;279;0;279; ; 
"=""07:30""";433;0;655;"1,088";0;433;0;433; ; 
"=""07:45""";636;0;926;"1,562";0;636;0;636; ; 
"=""08:00""";873;0;703;"1,576";61;873;135;"1,069"; ; 
"=""08:15""";"1,043";0;235;"1,278";31;"1,043";365;"1,439"; ; 
"=""08:30""";921;0;709;"1,630";45;921;32;998; ; 
"=""08:45""";900;0;38;938;39;900;165;"1,103"; ; 
"=""09:00""";811;0;36;847;34;811;429;"1,275"; ; 
"=""09:15""";809;0;60;869;62;809;620;"1,490"; ; 
"=""09:22"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""09:27"""; ; ; ; ; ; ; ; ; ;690
"=""09:30""";"1,383";0;94;"1,476";71;"1,383";29;"1,482"; ; 
"=""09:32"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";"1,348";412;598;"2,358";172;"1,348";0;"1,520"; ; 
"=""10:00""";"1,097";30;"1,913";"3,040";83;"1,097";0;"1,180"; ; 
"=""10:15""";"1,047";0;"1,685";"2,732";28;"1,047";36;"1,111"; ; 
"=""10:30""";"1,033";0;"1,260";"2,293";20;"1,033";27;"1,079"; ; 
"=""10:45""";981;0;799;"1,780";32;981;56;"1,069"; ; 
"=""11:00""";"1,033";0;440;"1,473";94;"1,033";40;"1,168"; ; 
"=""11:02"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""11:07"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:12"""; ; ; ; ; ; ; ; ; ;"1,890"
"=""11:15""";"1,038";0;161;"1,199";169;"1,038";441;"1,647"; ; 
"=""11:17"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";949;0;57;"1,006";56;949;907;"1,912"; ; 
"=""11:45""";853;0;14;867;15;853;"1,369";"2,236"; ; 
"=""12:00""";860;0;20;880;18;860;"1,346";"2,224"; ; 
