 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,117";;0;;0;; ; 
"=""00:30"""; ;0;"2,060";;0;;0;; ; 
"=""00:45"""; ;0;"1,701";;0;;0;; ; 
"=""01:00"""; ;0;"1,889";;0;;0;; ; 
"=""01:15"""; ;0;"1,834";;0;;0;; ; 
"=""01:30"""; ;0;"1,739";;0;;0;; ; 
"=""01:45"""; ;0;"1,660";;0;;0;; ; 
"=""02:00"""; ;0;"1,515";;0;;0;; ; 
"=""02:15"""; ;0;"1,363";;0;;0;; ; 
"=""02:30"""; ;0;"1,544";;0;;0;; ; 
"=""02:45"""; ;0;"1,696";;0;;0;; ; 
"=""03:00"""; ;0;"1,376";;0;;0;; ; 
"=""03:15"""; ;0;"1,655";;0;;0;; ; 
"=""03:30"""; ;0;"1,279";;0;;0;; ; 
"=""03:45"""; ;0;"1,419";;0;;0;; ; 
"=""04:00"""; ;0;"1,407";;0;;0;; ; 
"=""04:15"""; ;0;"1,768";;0;;0;; ; 
"=""04:30"""; ;0;"1,220";;0;;0;; ; 
"=""04:45"""; ;0;"1,450";;0;;0;; ; 
"=""05:00"""; ;0;"1,841";;0;;0;; ; 
"=""05:15"""; ;0;"1,923";;0;;0;; ; 
"=""05:30""";0;0;"3,018";"3,018";0;0;0;; ; 
"=""05:45""";0;0;"2,422";"2,422";0;0;0;; ; 
"=""06:00""";0;0;"1,285";"1,285";0;0;0;0; ; 
"=""06:15""";5;0;"1,276";"1,281";0;5;0;5; ; 
"=""06:30""";60;0;"2,818";"2,878";0;60;0;60; ; 
"=""06:45""";82;0;"1,368";"1,450";0;82;0;82; ; 
"=""07:00""";133;0;"1,262";"1,395";0;133;0;133; ; 
"=""07:15""";193;0;"1,028";"1,221";0;193;0;193; ; 
"=""07:30""";338;0;923;"1,261";0;338;0;338; ; 
"=""07:45""";527;0;372;899;0;527;0;527; ; 
"=""08:00""";521;0;324;845;0;521;0;521; ; 
"=""08:15""";623;0;420;"1,043";0;623;0;623; ; 
"=""08:30""";834;0;144;977;16;834;54;903; ; 
"=""08:45""";915;0;563;"1,477";40;915;149;"1,104"; ; 
"=""09:00""";944;0;386;"1,330";65;944;265;"1,273"; ; 
"=""09:15""";737;0;15;752;16;737;280;"1,033"; ; 
"=""09:30""";756;0;17;773;18;756;558;"1,332"; ; 
"=""09:45""";705;0;13;718;12;705;850;"1,567"; ; 
"=""10:00""";924;0;83;"1,007";82;924;855;"1,860"; ; 
"=""10:15""";829;0;63;892;67;829;"1,452";"2,348"; ; 
"=""10:30""";838;0;23;861;16;838;"1,252";"2,107"; ; 
"=""10:45""";970;0;48;"1,018";46;970;"1,036";"2,051"; ; 
"=""10:47"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""10:52"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:57"""; ; ; ; ; ; ; ; ; ;780
"=""11:00""";"1,321";0;232;"1,553";232;"1,321";166;"1,719"; ; 
"=""11:02"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:07"""; ; ; ; ; ; ; ; ; ;0
"=""11:12"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:15""";"1,317";0;289;"1,606";285;"1,317";190;"1,792"; ; 
"=""11:27"""; ; ; ; ; ; ; ; ; ;"1,470"
"=""11:30""";999;0;287;"1,286";294;999;432;"1,725"; ; 
"=""11:32"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,111";0;218;"1,329";227;"1,111";273;"1,610"; ; 
"=""12:00""";"1,168";0;33;"1,201";36;"1,168";"1,079";"2,283"; ; 
"=""12:12"""; ; ; ; ; ; ; ; ; ;"1,920"
"=""12:15""";"1,916";0;19;"1,935";16;"1,916";499;"2,431"; ; 
"=""12:17"""; ; ; ; ; ; ; ; ; ;900
"=""12:22"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"2,024";0;46;"2,069";74;"2,024";211;"2,308"; ; 
"=""12:32"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""12:37"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,956";0;46;"2,002";128;"1,956";204;"2,288"; ; 
"=""13:00""";"1,753";"1,266";46;"3,065";39;"1,753";0;"1,792"; ; 
"=""13:07"""; ; ; ; ; ; ; ; ;300; 
"=""13:08"""; ; ; ; ; ; ; ; ; ;780
"=""13:08"""; ; ; ; ; ; ; ; ; ;810
"=""13:13"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";"1,355";"2,583";18;"3,955";23;"1,355";0;"1,377"; ; 
"=""13:30""";621;"1,428";"2,306";"4,355";18;621;0;639; ; 
"=""13:45""";534;905;"1,297";"2,735";32;534;0;566; ; 
"=""14:00""";833;843;"1,285";"2,961";40;833;0;873; ; 
"=""14:15""";"1,047";0;"1,518";"2,565";0;"1,047";1;"1,048"; ; 
"=""14:30""";"1,183";0;"1,414";"2,597";3;"1,183";1;"1,187"; ; 
"=""14:45""";"1,492";0;"1,036";"2,528";14;"1,492";80;"1,586"; ; 
"=""15:00""";"1,374";0;"1,593";"2,967";5;"1,374";13;"1,392"; ; 
"=""15:15""";884;3;927;"1,813";5;884;0;889; ; 
"=""15:30""";927;0;669;"1,596";23;927;78;"1,028"; ; 
"=""15:45""";718;0;500;"1,217";0;718;1;718; ; 
"=""16:00""";718;0;"1,198";"1,916";0;718;0;718; ; 
"=""16:15""";669;0;"1,137";"1,807";0;669;1;670; ; 
"=""16:30""";528;0;955;"1,483";0;528;1;529; ; 
"=""16:45""";408;2;"1,205";"1,615";0;408;0;408; ; 
"=""17:00""";295;0;"1,984";"2,279";0;295;0;295; ; 
"=""17:15""";179;0;"3,095";"3,274";0;179;0;179; ; 
"=""17:30""";148;0;"2,531";"2,678";0;148;0;148; ; 
"=""17:45""";118;1;"1,933";"2,051";0;118;0;118; ; 
"=""18:00""";97;0;"1,917";"2,014";0;97;0;97; ; 
"=""18:15""";42;0;"2,121";"2,163";0;42;0;42; ; 
"=""18:30""";17;0;"1,929";"1,946";0;17;0;17; ; 
"=""18:45""";5;0;"1,787";"1,792";0;5;0;5; ; 
"=""19:00""";0;0;"2,500";"2,323";0;0;0;; ; 
"=""19:15""";0;0;"3,234";"3,234";0;0;0;; ; 
"=""19:30""";0;0;"4,216";"4,681";0;0;0;; ; 
"=""19:45"""; ;0;"3,461";;0;;0;; ; 
"=""20:00"""; ;0;"3,196";;0;;0;; ; 
"=""20:15"""; ;0;"3,123";;0;;0;; ; 
"=""20:30"""; ;0;"2,983";;0;;0;; ; 
"=""20:45"""; ;0;"3,662";;0;;0;; ; 
"=""21:00"""; ;0;"3,113";;0;;0;; ; 
