 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;2;"1,432";;0;;0;; ; 
"=""00:30"""; ;0;"1,771";;0;;0;; ; 
"=""00:45"""; ;0;"1,267";;0;;2;; ; 
"=""01:00"""; ;0;"1,595";;0;;0;; ; 
"=""01:15"""; ;1;"1,483";;0;;0;; ; 
"=""01:30"""; ;0;"1,043";;0;;2;; ; 
"=""01:45"""; ;0;"1,353";;0;;1;; ; 
"=""02:00"""; ;0;"1,552";;0;;0;; ; 
"=""02:15"""; ;0;"1,213";;0;;1;; ; 
"=""02:30"""; ;1;"1,076";;0;;0;; ; 
"=""02:45"""; ;0;"1,491";;0;;1;; ; 
"=""03:00"""; ;1;"1,337";;0;;0;; ; 
"=""03:15"""; ;1;"1,074";;0;;0;; ; 
"=""03:30"""; ;0;"1,378";;0;;2;; ; 
"=""03:45"""; ;1;"1,065";;0;;0;; ; 
"=""04:00"""; ;0;"1,469";;0;;1;; ; 
"=""04:15"""; ;0;894;;0;;2;; ; 
"=""04:30"""; ;1;"1,370";;0;;0;; ; 
"=""04:45"""; ;0;"1,313";;0;;0;; ; 
"=""05:00"""; ;0;"1,081";;0;;0;; ; 
"=""05:15"""; ;0;"1,476";;0;;0;; ; 
"=""05:30""";0;0;"2,532";"2,532";0;0;0;; ; 
"=""05:45""";0;0;"2,267";"2,265";0;0;2;; ; 
"=""06:00""";0;0;"1,168";"1,167";0;0;1;; ; 
"=""06:15""";0;0;"1,138";"1,138";0;0;1;0; ; 
"=""06:30""";62;0;"1,839";"1,901";0;62;3;65; ; 
"=""06:45""";128;0;"1,160";"1,288";0;128;0;128; ; 
"=""07:00""";207;1;"1,235";"1,443";0;207;0;207; ; 
"=""07:04"""; ; ; ; ; ; ; ; ;300; 
"=""07:04"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""07:10"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""07:15""";258;2;"1,076";"1,336";0;258;0;258; ; 
"=""07:30""";138;0;"1,287";"1,425";0;138;0;138; ; 
"=""07:45""";365;0;"2,106";"2,471";0;365;1;366; ; 
"=""08:00""";790;0;"1,802";"2,592";2;790;1;793; ; 
"=""08:15""";808;0;335;"1,142";16;808;112;936; ; 
"=""08:30""";816;0;227;"1,042";37;816;201;"1,053"; ; 
"=""08:45""";885;0;148;"1,033";28;885;336;"1,249"; ; 
"=""09:00""";866;0;44;911;35;866;203;"1,105"; ; 
"=""09:15""";825;0;169;993;21;825;253;"1,099"; ; 
"=""09:30""";878;0;162;"1,040";34;878;307;"1,218"; ; 
"=""09:45""";941;0;139;"1,080";19;941;326;"1,286"; ; 
"=""10:00""";984;0;26;"1,010";25;984;496;"1,505"; ; 
"=""10:15""";"1,050";0;47;"1,097";45;"1,050";345;"1,440"; ; 
"=""10:30""";"1,085";0;51;"1,135";53;"1,085";560;"1,697"; ; 
"=""10:45""";"1,076";0;44;"1,120";40;"1,076";868;"1,985"; ; 
"=""11:00""";"1,111";0;64;"1,175";64;"1,111";363;"1,538"; ; 
"=""11:15""";"1,101";0;35;"1,136";35;"1,101";922;"2,057"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;450
"=""11:20"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""11:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,229";0;226;"1,455";222;"1,229";982;"2,433"; ; 
"=""11:35"""; ; ; ; ; ; ; ; ; ;"2,580"
"=""11:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";992;0;108;"1,100";108;992;"1,620";"2,720"; ; 
"=""12:00""";955;0;15;969;15;955;"2,014";"2,984"; ; 
"=""12:15""";"1,166";0;88;"1,254";83;"1,166";"1,116";"2,365"; ; 
"=""12:30""";"1,895";0;27;"1,922";24;"1,895";675;"2,594"; ; 
"=""12:45""";"1,936";"1,140";35;"3,111";29;"1,936";0;"1,965"; ; 
"=""13:00""";"1,805";"1,976";21;"3,802";18;"1,805";0;"1,823"; ; 
"=""13:15""";"1,976";"1,966";826;"4,768";17;"1,976";0;"1,993"; ; 
"=""13:30""";"2,086";959;963;"4,007";39;"2,086";0;"2,125"; ; 
"=""13:35"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""13:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";"1,973";900;895;"3,768";34;"1,973";0;"2,007"; ; 
"=""14:00""";"1,653";528;"2,089";"4,271";17;"1,653";0;"1,670"; ; 
"=""14:15""";"1,269";0;"3,303";"4,571";0;"1,269";1;"1,270"; ; 
"=""14:30""";"1,259";1;"2,971";"4,231";0;"1,259";0;"1,259"; ; 
"=""14:45""";"1,240";0;"2,475";"3,714";0;"1,240";0;"1,240"; ; 
"=""15:00""";"1,193";0;"2,851";"4,044";0;"1,193";1;"1,194"; ; 
"=""15:15""";"1,113";0;"1,338";"2,451";16;"1,113";10;"1,139"; ; 
"=""15:30""";864;0;"2,500";"3,364";0;864;0;864; ; 
"=""15:45""";837;0;"2,433";"3,270";0;837;1;838; ; 
"=""16:00""";806;1;"1,168";"1,974";0;806;0;806; ; 
"=""16:15""";800;0;"1,182";"1,982";0;800;3;803; ; 
"=""16:30""";563;0;"1,554";"2,117";0;563;0;563; ; 
"=""16:45""";594;0;"1,537";"2,131";0;594;1;595; ; 
"=""17:00""";594;1;"1,350";"1,945";0;594;0;594; ; 
"=""17:15""";388;1;"2,330";"2,719";0;388;0;388; ; 
"=""17:30""";370;0;"2,963";"3,333";0;370;0;370; ; 
"=""17:45""";282;1;"2,385";"2,668";0;282;0;282; ; 
"=""18:00""";97;0;"1,700";"1,798";0;97;1;98; ; 
"=""18:15""";93;0;"1,501";"1,594";0;93;1;94; ; 
"=""18:30""";66;0;"1,947";"2,013";0;66;1;67; ; 
"=""18:45""";9;0;"2,540";"2,549";0;9;1;10; ; 
"=""19:00""";0;1;"2,971";"2,971";0;0;0;; ; 
"=""19:15""";0;0;"2,395";"2,627";0;0;1;; ; 
"=""19:30""";0;0;"2,610";"2,610";0;0;0;; ; 
"=""19:45"""; ;0;"3,630";;0;;0;; ; 
"=""20:00"""; ;0;"4,056";;0;;0;; ; 
"=""20:15"""; ;0;"4,181";;0;;0;; ; 
"=""20:30"""; ;0;"3,773";;0;;0;; ; 
"=""20:45"""; ;0;"3,493";;0;;2;; ; 
"=""21:00"""; ;0;"3,829";;0;;1;; ; 
"=""21:15"""; ;4;"2,852";;0;;0;; ; 
"=""21:30"""; ;0;"2,870";;0;;2;; ; 
"=""21:45"""; ;0;"3,894";;0;;0;; ; 
"=""22:00"""; ;1;"2,871";;0;;0;; ; 
"=""22:15"""; ;0;"2,630";;0;;1;; ; 
"=""22:30"""; ;0;"2,465";;0;;1;; ; 
"=""22:45"""; ;1;"2,769";;0;;0;; ; 
"=""23:00"""; ;0;"2,927";;0;;3;; ; 
"=""23:15"""; ;0;"2,852";;0;;2;; ; 
"=""23:30"""; ;0;"2,442";;0;;0;; ; 
"=""23:45"""; ;0;"2,711";;0;;0;; ; 
"=""00:00"""; ;0;"2,487";;0;;2;;300;"3,000"
