 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,780";;0;;0;; ; 
"=""00:30"""; ;0;"2,687";;0;;0;; ; 
"=""00:45"""; ;0;"2,306";;0;;0;; ; 
"=""01:00"""; ;0;"2,249";;0;;0;; ; 
"=""01:15"""; ;0;"2,126";;0;;0;; ; 
"=""01:30"""; ;0;"2,358";;0;;0;; ; 
"=""01:45"""; ;0;"2,002";;0;;0;; ; 
"=""02:00"""; ;0;"1,876";;0;;0;; ; 
"=""02:15"""; ;0;"2,124";;0;;0;; ; 
"=""02:30"""; ;0;"1,801";;0;;0;; ; 
"=""02:45"""; ;0;"1,823";;0;;0;; ; 
"=""03:00"""; ;0;"1,584";;0;;0;; ; 
"=""03:15"""; ;0;"1,588";;0;;0;; ; 
"=""03:30"""; ;0;"1,949";;0;;0;; ; 
"=""03:45"""; ;0;"1,536";;0;;0;; ; 
"=""04:00"""; ;0;"1,562";;0;;0;; ; 
"=""04:15"""; ;0;"1,579";;0;;0;; ; 
"=""04:30"""; ;0;"1,881";;0;;0;; ; 
"=""04:45"""; ;0;"1,937";;0;;0;; ; 
"=""05:00"""; ;0;"3,044";;0;;0;; ; 
"=""05:15"""; ;0;"1,591";;0;;0;; ; 
"=""05:30""";0;0;"2,759";"2,759";0;0;0;; ; 
"=""05:45""";0;0;"1,352";"1,352";0;0;0;; ; 
"=""06:00""";0;0;"1,385";"1,385";0;0;0;; ; 
"=""06:15""";0;0;"1,161";"1,161";0;0;0;; ; 
"=""06:30""";0;0;"2,301";"2,301";0;0;0;0; ; 
"=""06:45""";25;0;"1,371";"1,396";0;25;0;25; ; 
"=""07:00""";99;0;"1,068";"1,167";0;99;0;99; ; 
"=""07:15""";194;0;"1,196";"1,390";0;194;0;194; ; 
"=""07:30""";464;0;717;"1,180";15;464;0;478; ; 
"=""07:45""";693;0;649;"1,342";11;693;54;758; ; 
"=""08:00""";708;0;528;"1,236";13;708;204;924; ; 
"=""08:15""";660;0;329;989;5;660;81;745; ; 
"=""08:30""";776;0;334;"1,110";52;776;175;"1,003"; ; 
"=""08:45""";"1,118";0;251;"1,369";53;"1,118";439;"1,610"; ; 
"=""08:48"""; ; ; ; ; ; ; ; ; ;"2,100"
"=""08:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";956;0;440;"1,396";43;956;194;"1,193"; ; 
"=""09:03"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""09:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";"1,132";0;121;"1,252";119;"1,132";420;"1,670"; ; 
"=""09:23"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:28"""; ; ; ; ; ; ; ; ; ;0
"=""09:30""";784;0;61;845;64;784;"1,245";"2,093"; ; 
"=""09:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:45""";740;0;34;774;28;740;"1,563";"2,330"; ; 
"=""10:00""";"1,190";0;80;"1,270";80;"1,190";588;"1,859"; ; 
"=""10:15""";816;0;88;904;87;816;"1,213";"2,115"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""10:23"""; ; ; ; ; ; ; ; ; ;"2,790"
"=""10:29"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""10:30""";"2,274";0;192;"2,466";188;"2,274";93;"2,555"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,527";409;292;"2,228";287;"1,527";0;"1,814"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""10:54"""; ; ; ; ; ; ; ; ; ;"2,850"
